product_id,category,brand,base_price,is_active,created_ts
P000402,electronics,Samsung,1679.86,True,2026-01-06 22:33:58.159993
P000403,home_living,Wayfair,1448.48,True,2026-05-26 16:01:32.159993
P000404,sports,Under Armour,39.18,True,2026-04-26 08:26:41.159993
P000405,home_living,Bed Bath & Beyond,316.12,True,2026-05-14 04:25:41.159993
P000406,electronics,Sony,139.86,True,2026-05-21 13:08:45.159993
P000407,electronics,Dell,1856.65,True,2026-05-26 00:45:32.159993
P000408,electronics,LG,1670.62,True,2026-01-24 19:12:50.159993
P000409,toys,Hasbro,256.31,True,2026-06-18 02:58:43.159993
P000410,electronics,Apple,1774.59,True,2026-06-18 11:23:24.159993
P000411,electronics,LG,798.36,False,2026-04-25 11:21:08.159993
P000412,electronics,Apple,1511.32,True,2026-06-18 15:08:17.159993
P000413,electronics,Dell,999.73,True,2026-02-28 08:15:01.159993
P000414,beauty,Maybelline,131.02,True,2026-01-15 15:20:53.159993
P000415,home_living,Home Depot,723.99,True,2026-02-28 13:12:25.159993
P000416,electronics,Sony,1137.53,True,2026-02-11 04:41:19.159993
P000417,electronics,LG,460.04,True,2026-04-18 06:12:37.159993
P000418,electronics,Samsung,246.0,True,2026-02-08 06:31:12.159993
P000419,electronics,Samsung,480.64,True,2026-04-15 13:42:47.159993
P000420,electronics,Samsung,1735.81,True,2026-03-14 12:22:58.159993
P000421,electronics,Samsung,1469.57,True,2026-01-25 08:18:37.159993
P000422,electronics,Sony,973.57,True,2026-02-26 15:26:30.159993
P000423,electronics,Sony,1170.54,True,2026-05-01 03:11:52.159993
P000424,electronics,Samsung,875.88,True,2026-05-17 10:18:58.159993
P000425,electronics,Sony,416.72,True,2026-01-16 00:49:56.159993
P000426,electronics,Dell,462.37,True,2026-04-19 11:28:43.159993
P000427,electronics,Samsung,1266.29,True,2026-03-27 02:12:54.159993
P000428,electronics,LG,745.37,True,2026-01-12 22:17:10.159993
P000429,electronics,Samsung,1810.58,True,2026-05-23 21:54:30.159993
P000430,grocery,Aldi,32.92,True,2026-05-19 14:54:57.159993
P000431,electronics,LG,1519.75,True,2026-04-30 09:47:43.159993
P000432,electronics,LG,1865.88,True,2026-02-06 18:28:21.159993
P000433,electronics,Apple,353.66,True,2026-04-16 13:23:32.159993
P000434,electronics,Samsung,230.55,True,2026-03-27 10:17:55.159993
P000435,grocery,Costco,31.91,True,2026-05-10 22:50:22.159993
P000436,electronics,LG,1726.17,True,2026-05-09 00:11:48.159993
P000437,electronics,Apple,1649.68,True,2026-03-31 19:15:06.159993
P000438,electronics,Samsung,1368.96,False,2026-05-11 11:57:46.159993
P000439,electronics,Samsung,501.44,True,2026-01-01 09:15:46.159993
P000440,electronics,LG,1196.88,True,2026-02-15 05:57:34.159993
P000441,electronics,Sony,1536.52,True,2026-04-13 06:38:08.159993
P000442,electronics,Apple,120.29,True,2026-01-26 23:28:53.159993
P000443,electronics,Apple,1408.17,True,2026-03-18 19:34:55.159993
P000444,electronics,Samsung,777.75,True,2026-04-13 06:05:17.159993
P000445,grocery,Kroger,15.37,True,2026-01-08 19:30:10.159993
P000446,electronics,Samsung,1640.14,False,2026-01-12 00:17:30.159993
P000447,electronics,Sony,601.01,True,2026-06-03 10:58:33.159993
P000448,electronics,Samsung,163.42,True,2026-03-17 01:38:15.159993
P000449,electronics,Apple,595.59,True,2026-01-10 20:55:21.159993
P000450,electronics,Apple,793.14,True,2026-01-15 04:01:53.159993
P000451,electronics,Apple,1164.33,True,2026-03-02 16:38:21.159993
P000452,fashion,Zara,117.57,True,2025-12-31 01:08:08.159993
P000453,beauty,Nivea,167.58,True,2026-02-25 16:54:40.159993
P000454,electronics,Sony,884.28,True,2026-03-27 11:06:55.159993
P000455,electronics,Samsung,432.41,True,2026-02-14 03:49:26.159993
P000456,electronics,Apple,1611.1,True,2026-04-25 10:54:42.159993
P000457,electronics,LG,968.45,True,2026-02-05 22:18:59.159993
P000458,electronics,Sony,1602.05,True,2026-06-03 11:50:48.159993
P000459,electronics,Dell,1585.62,True,2026-04-05 01:55:22.159993
P000460,electronics,Apple,1891.62,True,2026-03-30 20:40:43.159993
P000461,books,HarperCollins,92.03,True,2026-03-23 12:42:28.159993
P000462,electronics,Sony,1819.98,False,2025-12-23 16:09:57.159993
P000463,electronics,LG,1051.21,True,2026-03-17 16:35:21.159993
P000464,electronics,Apple,1269.9,True,2026-06-17 20:33:44.159993
P000465,electronics,Apple,890.88,True,2026-05-17 06:06:21.159993
P000466,electronics,Apple,182.23,True,2026-05-29 02:37:59.159993
P000467,electronics,Dell,847.94,True,2026-02-05 22:17:04.159993
P000468,electronics,Samsung,1513.53,True,2026-05-08 12:19:27.159993
P000469,electronics,LG,927.16,True,2026-01-27 10:34:01.159993
P000470,electronics,Apple,505.16,True,2026-03-16 02:08:05.159993
P000471,beauty,L'Oreal,278.32,False,2026-04-25 12:38:43.159993
P000472,electronics,Samsung,264.67,True,2026-02-01 18:35:00.159993
P000473,electronics,Samsung,1794.25,True,2026-04-18 19:30:14.159993
P000474,electronics,Dell,640.18,True,2026-01-07 17:19:01.159993
P000475,electronics,LG,769.99,True,2026-03-25 15:35:47.159993
P000476,electronics,Apple,119.95,False,2026-05-18 02:03:32.159993
P000477,electronics,Samsung,192.02,True,2026-03-17 04:39:30.159993
P000478,fashion,Nike,459.93,False,2026-02-11 02:40:03.159993
P000479,electronics,Apple,318.03,True,2026-04-17 07:02:06.159993
P000480,electronics,Sony,694.35,True,2026-04-28 17:58:57.159993
P000481,electronics,LG,1447.12,True,2026-03-18 18:14:29.159993
P000482,electronics,Samsung,720.13,True,2026-06-03 14:46:21.159993
P000483,electronics,Samsung,779.77,True,2026-02-15 20:49:51.159993
P000484,electronics,Apple,768.71,True,2026-03-26 08:33:02.159993
P000485,home_living,Wayfair,941.85,True,2026-06-18 10:35:43.159993
P000486,electronics,LG,1162.43,True,2026-01-27 08:08:44.159993
P000487,electronics,Dell,1467.14,False,2026-03-17 18:56:48.159993
P000488,electronics,Samsung,1839.36,True,2026-05-18 15:48:14.159993
P000489,electronics,Dell,1314.0,True,2026-01-21 04:04:16.159993
P000490,fashion,Nike,184.85,True,2026-02-15 19:46:15.159993
P000491,electronics,Apple,873.76,True,2026-05-25 15:40:28.159993
P000492,electronics,Dell,1144.18,True,2026-06-12 02:35:02.159993
P000493,electronics,Sony,1855.43,True,2026-02-15 09:21:31.159993
P000494,electronics,Sony,1011.4,True,2026-02-01 12:36:02.159993
P000495,electronics,LG,299.25,True,2026-06-11 01:36:15.159993
P000496,electronics,Samsung,1057.48,False,2026-03-21 10:55:39.159993
P000497,electronics,Sony,242.36,True,2026-02-25 20:02:07.159993
P000498,electronics,Dell,1597.19,True,2026-01-30 23:22:29.159993
P000499,electronics,Sony,253.05,True,2026-05-24 15:03:29.159993
P000500,electronics,Samsung,1471.06,True,2026-04-11 10:03:53.159993
P000501,electronics,Sony,178.2,True,2026-05-23 23:35:01.159993
P000502,electronics,LG,1021.62,False,2026-05-08 00:54:15.159993
P000503,electronics,LG,460.81,True,2026-02-09 02:16:22.159993
P000504,electronics,LG,1701.63,True,2026-04-21 23:21:03.159993
P000505,electronics,Apple,1800.61,False,2026-04-20 10:18:00.159993
P000506,electronics,Dell,281.96,True,2026-03-05 20:24:30.159993
P000507,electronics,Sony,1029.09,True,2026-04-06 04:51:01.159993
P000508,home_living,Lowe's,882.84,True,2026-04-18 18:39:14.159993
P000509,toys,LEGO,69.55,True,2026-03-29 10:01:40.159993
P000510,electronics,Samsung,173.14,True,2026-05-17 22:39:43.159993
P000511,electronics,Apple,803.09,True,2026-01-08 17:13:48.159993
P000512,electronics,Samsung,1305.82,True,2026-02-01 03:32:38.159993
P000513,electronics,LG,268.03,True,2026-03-10 21:29:21.159993
P000514,electronics,Samsung,919.74,True,2026-05-25 13:04:46.159993
P000515,electronics,Apple,153.98,True,2026-06-09 12:44:35.159993
P000516,books,Penguin,60.89,True,2026-02-05 00:07:51.159993
P000517,electronics,Sony,255.91,True,2026-01-01 21:15:25.159993
P000518,toys,Mattel,304.09,True,2026-06-10 23:41:09.159993
P000519,electronics,Apple,1435.63,True,2026-02-06 23:39:06.159993
P000520,electronics,Samsung,809.94,True,2026-05-03 07:59:13.159993
P000521,electronics,Apple,1007.35,True,2026-05-12 15:38:59.159993
P000522,sports,Puma,939.16,True,2026-01-02 00:06:10.159993
P000523,electronics,Sony,945.91,False,2026-04-29 10:41:02.159993
P000524,electronics,Samsung,705.15,True,2026-03-21 19:39:22.159993
P000525,electronics,Apple,1189.62,True,2026-04-06 11:11:28.159993
P000526,electronics,Samsung,461.38,True,2026-04-12 13:37:57.159993
P000527,electronics,Samsung,344.0,True,2026-01-17 03:41:12.159993
P000528,electronics,Samsung,1159.69,False,2026-06-19 03:26:16.159993
P000529,electronics,Apple,923.0,True,2026-06-18 23:54:55.159993
P000530,electronics,LG,130.64,True,2026-02-03 22:51:44.159993
P000531,electronics,Dell,512.68,True,2026-05-16 13:04:13.159993
P000532,electronics,LG,1097.79,True,2025-12-26 21:44:07.159993
P000533,electronics,Apple,1785.75,True,2026-03-19 02:36:57.159993
P000534,electronics,Samsung,1699.3,True,2026-06-05 05:16:43.159993
P000535,electronics,LG,691.04,True,2026-01-17 05:51:50.159993
P000536,electronics,Samsung,470.49,True,2026-01-16 01:54:26.159993
P000537,electronics,Samsung,1276.32,True,2026-05-15 22:39:10.159993
P000538,electronics,Apple,1885.34,True,2026-03-20 08:53:24.159993
P000539,electronics,Sony,173.59,True,2026-04-24 19:25:12.159993
P000540,electronics,Sony,531.52,True,2026-01-25 02:21:47.159993
P000541,grocery,Costco,12.92,True,2026-05-17 02:52:05.159993
P000542,home_living,Home Depot,1424.41,True,2026-05-11 01:55:35.159993
P000543,electronics,Sony,1560.53,True,2026-05-14 11:50:43.159993
P000544,electronics,Samsung,1583.93,True,2026-05-26 23:58:08.159993
P000545,home_living,Lowe's,707.48,True,2026-05-05 23:01:55.159993
P000546,electronics,LG,1154.69,True,2026-04-12 11:50:10.159993
P000547,electronics,Apple,122.18,True,2026-06-11 09:18:34.159993
P000548,electronics,Apple,1041.61,True,2026-02-09 06:21:31.159993
P000549,electronics,Apple,1789.52,True,2026-03-28 18:44:29.159993
P000550,electronics,LG,110.91,True,2026-02-01 06:15:44.159993
P000551,electronics,Samsung,151.2,True,2026-01-01 06:22:15.159993
P000552,electronics,Samsung,682.23,True,2026-05-08 15:53:07.159993
P000553,home_living,Home Depot,1099.35,True,2026-03-24 03:42:10.159993
P000554,electronics,Sony,1891.17,True,2026-01-30 19:22:09.159993
P000555,books,Macmillan,51.72,True,2026-01-18 08:09:27.159993
P000556,electronics,Apple,542.14,True,2026-06-18 15:44:50.159993
P000557,grocery,Kroger,37.77,True,2026-04-14 23:08:46.159993
P000558,electronics,Apple,700.68,False,2026-05-18 12:05:36.159993
P000559,electronics,Apple,444.5,True,2026-06-19 02:39:33.159993
P000560,electronics,Samsung,120.18,True,2026-03-04 06:18:42.159993
P000561,electronics,Samsung,867.09,True,2026-02-03 17:46:41.159993
P000562,electronics,Apple,578.74,True,2026-04-04 07:16:54.159993
P000563,electronics,Samsung,197.63,False,2026-03-12 08:41:23.159993
P000564,electronics,Apple,1904.75,True,2026-01-05 12:44:32.159993
P000565,electronics,Apple,684.28,True,2026-03-07 20:25:17.159993
P000566,electronics,Apple,1883.35,True,2026-04-19 10:30:39.159993
P000567,electronics,Samsung,233.93,True,2026-05-06 09:08:43.159993
P000568,electronics,Samsung,953.56,True,2026-04-28 19:03:06.159993
P000569,fashion,H&M,65.61,True,2026-04-15 20:08:02.159993
P000570,electronics,Samsung,1069.19,True,2026-04-13 19:12:09.159993
P000571,electronics,Apple,971.97,True,2026-06-17 00:54:41.159993
P000572,electronics,Samsung,873.06,True,2026-04-17 08:04:33.159993
P000573,books,Simon & Schuster,21.71,False,2026-06-05 13:19:50.159993
P000574,electronics,Sony,1508.02,True,2025-12-26 12:06:17.159993
P000575,books,Macmillan,81.85,False,2026-02-01 01:48:57.159993
P000576,electronics,Apple,1838.36,True,2026-03-17 03:47:14.159993
P000577,beauty,Nivea,18.66,False,2026-06-05 13:50:38.159993
P000578,electronics,Samsung,730.06,True,2026-01-18 09:32:21.159993
P000579,electronics,LG,1237.77,True,2026-05-11 08:31:55.159993
P000580,sports,Adidas,1016.39,True,2026-02-26 10:19:22.159993
P000581,electronics,LG,498.49,True,2026-04-16 04:49:26.159993
P000582,electronics,Samsung,982.67,True,2026-01-31 18:09:54.159993
P000583,electronics,Samsung,835.47,True,2026-05-08 01:15:06.159993
P000584,electronics,Apple,1474.96,True,2026-03-02 22:30:53.159993
P000585,electronics,Samsung,1330.02,True,2026-06-11 09:11:26.159993
P000586,grocery,Aldi,33.73,True,2026-03-22 05:10:26.159993
P000587,home_living,Wayfair,896.13,True,2026-01-21 17:56:50.159993
P000588,electronics,Samsung,558.58,True,2026-01-14 09:02:32.159993
P000589,electronics,Sony,286.46,True,2026-02-19 06:08:55.159993
P000590,electronics,Dell,1278.55,True,2026-05-04 05:15:50.159993
P000591,electronics,Dell,1452.79,True,2026-03-26 23:17:26.159993
P000592,electronics,Dell,371.17,True,2026-04-18 04:02:15.159993
P000593,electronics,Sony,823.83,True,2026-05-31 04:55:13.159993
P000594,electronics,Samsung,1038.1,True,2026-06-10 22:05:13.159993
P000595,electronics,Apple,1528.15,False,2026-06-19 05:16:37.159993
P000596,electronics,Samsung,1359.57,True,2026-04-29 19:43:17.159993
P000597,electronics,Apple,1891.26,True,2026-03-30 06:24:28.159993
P000598,home_living,Wayfair,649.92,True,2026-01-18 04:38:57.159993
P000599,electronics,LG,308.14,True,2026-05-07 10:21:31.159993
P000600,electronics,Samsung,1070.06,True,2025-12-30 07:28:28.159993
P000601,electronics,Sony,1881.3,True,2026-03-07 23:53:13.159993
P000602,electronics,Samsung,668.37,True,2026-01-21 03:15:01.159993
P000603,electronics,LG,1296.91,True,2026-04-11 07:49:13.159993
P000604,electronics,Dell,1937.68,True,2026-02-24 12:02:00.159993
P000605,electronics,Samsung,1505.93,False,2026-01-24 17:35:11.159993
P000606,electronics,LG,365.97,True,2026-04-15 21:32:51.159993
P000607,electronics,LG,1009.71,True,2026-06-01 23:46:11.159993
P000608,electronics,Samsung,1748.7,True,2026-04-26 02:11:42.159993
P000609,electronics,Sony,822.73,True,2026-04-29 12:13:13.159993
P000610,electronics,Samsung,1977.72,True,2026-06-15 01:35:34.159993
P000611,electronics,Samsung,512.0,True,2025-12-27 02:40:00.159993
P000612,electronics,Dell,120.35,True,2026-01-22 19:47:59.159993
P000613,electronics,LG,405.81,False,2026-05-01 13:55:49.159993
P000614,electronics,LG,1211.22,False,2026-01-18 02:14:26.159993
P000615,electronics,LG,811.64,True,2026-06-12 22:58:49.159993
P000616,electronics,Apple,1001.09,True,2025-12-28 01:24:50.159993
P000617,electronics,LG,982.53,True,2026-05-07 13:13:43.159993
P000618,home_living,Home Depot,1231.99,True,2026-02-21 04:00:02.159993
P000619,electronics,Sony,1009.05,True,2026-04-11 05:01:49.159993
P000620,electronics,Dell,1248.68,True,2026-04-04 05:00:50.159993
P000621,home_living,Home Depot,620.9,True,2026-06-14 02:14:59.159993
P000622,electronics,Sony,371.41,True,2026-01-14 06:29:41.159993
P000623,grocery,Whole Foods,5.35,True,2026-02-26 09:13:41.159993
P000624,electronics,Apple,401.33,True,2026-05-22 03:21:07.159993
P000625,beauty,Dove,226.17,True,2025-12-24 15:03:09.159993
P000626,electronics,LG,1056.06,True,2026-05-27 00:58:14.159993
P000627,toys,Fisher-Price,62.03,True,2026-06-11 09:59:27.159993
P000628,beauty,Maybelline,251.53,True,2026-06-21 02:11:29.159993
P000629,electronics,Apple,1677.51,True,2026-03-06 22:26:37.159993
P000630,electronics,Sony,856.78,True,2026-04-19 21:41:46.159993
P000631,electronics,Sony,1717.28,True,2026-01-12 15:21:34.159993
P000632,electronics,Samsung,782.75,True,2026-03-15 13:32:02.159993
P000633,electronics,Sony,1471.94,False,2026-04-18 04:58:32.159993
P000634,electronics,Apple,1987.65,True,2026-02-17 05:18:18.159993
P000635,electronics,Sony,794.9,True,2026-04-14 05:48:34.159993
P000636,electronics,Sony,269.04,True,2026-04-22 08:50:25.159993
P000637,electronics,Sony,816.43,True,2026-05-01 09:51:01.159993
P000638,electronics,Samsung,303.17,True,2026-01-27 17:16:48.159993
P000639,home_living,Home Depot,674.01,True,2026-02-09 12:56:49.159993
P000640,toys,Hasbro,389.41,True,2026-01-22 05:56:48.159993
P000641,electronics,Samsung,1031.81,True,2026-06-06 07:38:10.159993
P000642,electronics,Apple,777.27,True,2026-02-14 11:12:34.159993
P000643,electronics,Sony,1834.47,True,2026-04-20 16:36:53.159993
P000644,electronics,LG,189.11,True,2026-04-02 13:32:31.159993
P000645,electronics,Sony,1972.5,True,2026-02-18 00:21:27.159993
P000646,electronics,Samsung,1100.42,True,2026-01-14 21:40:43.159993
P000647,electronics,LG,753.4,True,2026-03-11 07:55:07.159993
P000648,electronics,Apple,1706.26,True,2026-01-28 10:35:57.159993
P000649,electronics,Dell,1663.88,False,2026-03-12 10:38:47.159993
P000650,electronics,Sony,330.37,True,2026-05-31 02:47:07.159993
P000651,electronics,Samsung,799.02,True,2026-02-10 04:50:28.159993
P000652,electronics,Samsung,1405.91,True,2026-02-24 20:19:00.159993
P000653,fashion,Uniqlo,140.61,True,2026-02-22 18:29:33.159993
P000654,electronics,Samsung,755.13,True,2026-03-15 18:31:07.159993
P000655,sports,Puma,107.05,True,2026-05-29 12:07:45.159993
P000656,electronics,Sony,1844.7,True,2026-03-14 23:18:12.159993
P000657,electronics,Samsung,128.07,True,2026-01-17 11:26:15.159993
P000658,electronics,Apple,1009.91,True,2026-01-07 09:42:36.159993
P000659,electronics,Apple,181.9,True,2026-01-14 12:46:59.159993
P000660,electronics,Apple,722.67,True,2026-03-21 14:20:04.159993
P000661,electronics,Dell,499.43,False,2026-01-01 17:44:06.159993
P000662,home_living,Home Depot,1396.89,True,2026-05-02 07:30:42.159993
P000663,electronics,Apple,416.43,True,2026-06-08 13:08:48.159993
P000664,books,Penguin,58.71,True,2026-03-19 00:33:25.159993
P000665,electronics,Dell,1713.81,True,2026-02-07 04:46:03.159993
P000666,electronics,Apple,928.08,True,2026-01-26 12:46:16.159993
P000667,electronics,Apple,301.01,True,2026-05-05 00:33:10.159993
P000668,electronics,Sony,1135.87,True,2026-04-09 09:42:36.159993
P000669,home_living,Bed Bath & Beyond,709.86,True,2026-02-21 14:34:30.159993
P000670,electronics,Apple,937.31,True,2026-06-03 22:10:18.159993
P000671,electronics,Sony,301.49,True,2026-03-14 09:48:19.159993
P000672,electronics,Dell,574.61,True,2026-01-21 07:30:05.159993
P000673,electronics,Sony,500.63,True,2026-06-19 07:50:40.159993
P000674,electronics,Dell,1151.2,True,2026-01-01 10:04:02.159993
P000675,electronics,Samsung,953.37,True,2026-06-11 19:05:33.159993
P000676,beauty,Maybelline,91.61,True,2026-04-29 10:10:03.159993
P000677,electronics,Samsung,939.01,True,2026-05-26 00:50:00.159993
P000678,electronics,LG,144.37,True,2026-06-01 19:41:01.159993
P000679,electronics,Apple,1280.62,True,2026-01-29 18:13:06.159993
P000680,electronics,Samsung,962.16,True,2026-04-25 16:50:32.159993
P000681,electronics,Dell,270.62,True,2026-04-19 02:16:32.159993
P000682,electronics,Apple,1446.05,True,2026-06-02 03:21:10.159993
P000683,toys,Mattel,84.74,False,2026-02-27 12:21:48.159993
P000684,electronics,Dell,1874.6,True,2026-04-09 02:54:25.159993
P000685,electronics,Sony,1730.91,True,2026-01-25 11:15:06.159993
P000686,grocery,Aldi,3.82,False,2026-06-20 15:16:49.159993
P000687,electronics,Dell,1421.54,True,2026-05-17 02:23:02.159993
P000688,electronics,Apple,1532.29,True,2026-04-28 21:18:12.159993
P000689,electronics,Apple,677.0,True,2026-03-04 16:09:01.159993
P000690,electronics,Apple,294.63,True,2026-06-09 11:14:28.159993
P000691,electronics,Samsung,1704.2,True,2026-05-29 18:00:03.159993
P000692,electronics,LG,1094.93,True,2026-04-25 22:06:30.159993
P000693,electronics,Dell,748.02,True,2026-04-01 22:54:40.159993
P000694,electronics,LG,461.63,True,2025-12-31 16:22:05.159993
P000695,electronics,Dell,354.3,True,2026-02-20 08:19:27.159993
P000696,electronics,Sony,1613.76,False,2026-04-03 22:46:37.159993
P000697,electronics,Sony,1507.6,True,2026-03-24 00:01:12.159993
P000698,electronics,LG,982.47,True,2026-06-03 20:19:49.159993
P000699,electronics,Apple,197.26,True,2026-02-03 20:10:40.159993
P000700,electronics,Samsung,1213.44,True,2026-01-27 08:41:37.159993
P000701,electronics,Dell,847.69,True,2026-03-08 10:39:28.159993
P000702,electronics,Sony,1444.85,True,2026-02-12 11:16:32.159993
P000703,electronics,Apple,1588.79,True,2026-05-30 00:24:12.159993
P000704,electronics,Sony,431.83,True,2026-03-07 12:19:24.159993
P000705,electronics,Samsung,335.71,True,2026-02-04 15:23:43.159993
P000706,electronics,Apple,1978.74,True,2026-06-14 05:43:13.159993
P000707,electronics,Samsung,1431.91,True,2026-03-27 15:31:36.159993
P000708,electronics,Apple,163.15,True,2026-06-15 22:11:45.159993
P000709,electronics,Sony,1469.08,True,2026-02-09 23:13:22.159993
P000710,electronics,Samsung,1371.3,True,2026-04-03 19:12:38.159993
P000711,electronics,Sony,1217.93,True,2026-04-18 12:25:48.159993
P000712,grocery,Walmart,27.1,True,2026-06-07 11:53:27.159993
P000713,electronics,Dell,1793.11,True,2026-01-29 08:13:29.159993
P000714,books,HarperCollins,44.9,True,2026-02-16 00:56:58.159993
P000715,toys,Mattel,297.93,True,2026-03-16 14:11:34.159993
P000716,electronics,Samsung,223.06,False,2026-04-04 09:43:27.159993
P000717,books,Penguin,85.48,True,2026-03-04 13:27:28.159993
P000718,electronics,Apple,1719.5,True,2026-03-28 16:29:20.159993
P000719,electronics,Sony,1827.14,False,2026-03-13 00:37:24.159993
P000720,electronics,Samsung,121.26,True,2026-02-13 04:50:43.159993
P000721,electronics,Sony,1126.69,True,2026-05-15 23:51:23.159993
P000722,electronics,Samsung,455.23,True,2026-05-11 14:03:46.159993
P000723,electronics,Dell,1384.13,True,2026-06-10 02:52:07.159993
P000724,electronics,Apple,444.71,True,2026-02-19 09:16:10.159993
P000725,electronics,Samsung,1732.02,True,2026-02-03 18:52:48.159993
P000726,electronics,Apple,928.18,True,2026-06-09 23:50:20.159993
P000727,electronics,Dell,692.57,True,2026-02-21 00:46:48.159993
P000728,electronics,Sony,1285.83,True,2026-04-16 22:25:30.159993
P000729,grocery,Costco,44.81,True,2026-05-31 20:17:25.159993
P000730,electronics,Apple,1322.13,True,2026-01-01 13:51:55.159993
P000731,home_living,IKEA,448.45,True,2026-04-18 09:54:02.159993
P000732,toys,LEGO,220.12,True,2026-02-06 09:34:15.159993
P000733,fashion,H&M,393.68,True,2026-04-08 03:06:23.159993
P000734,toys,LEGO,155.02,True,2026-03-20 09:52:12.159993
P000735,electronics,Sony,1898.21,True,2026-02-24 06:19:06.159993
P000736,electronics,Apple,365.23,True,2026-03-11 20:57:23.159993
P000737,electronics,Apple,482.37,True,2026-04-16 07:20:22.159993
P000738,electronics,Apple,767.97,True,2026-04-09 10:44:08.159993
P000739,electronics,Samsung,172.97,True,2026-04-24 17:10:49.159993
P000740,beauty,Dove,222.9,True,2026-03-06 21:52:20.159993
P000741,electronics,LG,1657.77,True,2026-05-05 21:06:11.159993
P000742,electronics,Samsung,319.51,True,2026-01-13 10:13:38.159993
P000743,electronics,Apple,1834.29,True,2026-05-07 23:56:13.159993
P000744,electronics,Apple,824.67,True,2025-12-30 16:06:30.159993
P000745,electronics,Sony,1928.84,True,2026-03-09 05:12:33.159993
P000746,electronics,LG,577.19,True,2025-12-26 07:43:11.159993
P000747,electronics,Apple,427.5,True,2026-05-25 05:36:53.159993
P000748,electronics,Apple,1442.82,True,2026-01-11 00:06:54.159993
P000749,electronics,Sony,193.78,True,2026-01-31 09:48:55.159993
P000750,electronics,Apple,765.43,True,2026-05-21 16:57:18.159993
P000751,electronics,Samsung,408.73,True,2026-05-01 16:01:16.159993
P000752,electronics,Dell,1858.86,True,2026-06-01 01:17:59.159993
P000753,electronics,LG,691.62,True,2026-01-10 13:07:18.159993
P000754,home_living,Home Depot,998.49,False,2026-01-30 05:31:44.159993
P000755,electronics,Dell,439.64,True,2026-05-20 00:29:00.159993
P000756,electronics,Dell,1075.19,True,2026-04-27 01:28:33.159993
P000757,electronics,LG,330.69,True,2026-02-03 16:34:28.159993
P000758,books,Hachette,20.98,True,2026-04-09 20:14:03.159993
P000759,home_living,Lowe's,80.17,True,2026-02-17 06:50:45.159993
P000760,electronics,Apple,1031.49,True,2026-06-07 09:27:53.159993
P000761,beauty,Maybelline,198.42,True,2026-04-01 07:54:28.159993
P000762,electronics,Dell,1859.39,True,2025-12-26 11:07:28.159993
P000763,electronics,Apple,1986.37,True,2026-02-04 06:37:34.159993
P000764,books,HarperCollins,71.15,True,2026-04-06 07:04:34.159993
P000765,electronics,Samsung,1330.0,True,2026-04-05 02:22:37.159993
P000766,electronics,Samsung,229.31,False,2026-05-29 09:33:59.159993
P000767,electronics,Dell,1966.38,True,2026-01-21 16:46:53.159993
P000768,electronics,Apple,552.93,True,2026-04-02 23:21:01.159993
P000769,electronics,Sony,761.24,True,2025-12-28 04:09:55.159993
P000770,electronics,Samsung,1272.05,True,2026-03-12 03:26:38.159993
P000771,electronics,Sony,1098.48,True,2026-04-23 03:02:08.159993
P000772,electronics,Sony,545.84,True,2026-02-15 12:38:55.159993
P000773,electronics,Samsung,929.87,True,2026-01-31 06:43:01.159993
P000774,electronics,Apple,1604.87,True,2025-12-29 17:45:33.159993
P000775,electronics,Apple,1026.72,True,2025-12-25 05:05:02.159993
P000776,electronics,Samsung,980.91,True,2026-04-01 18:30:13.159993
P000777,electronics,Sony,1885.84,True,2026-04-15 22:59:54.159993
P000778,electronics,Sony,759.17,True,2026-01-25 00:10:45.159993
P000779,electronics,LG,1324.14,True,2026-03-23 10:33:59.159993
P000780,electronics,Samsung,930.67,False,2026-01-06 14:24:34.159993
P000781,toys,Nerf,220.22,True,2026-02-08 23:37:54.159993
P000782,electronics,Sony,188.19,True,2026-06-14 18:55:41.159993
P000783,electronics,LG,1511.59,False,2026-04-29 14:37:46.159993
P000784,electronics,Samsung,157.64,True,2026-04-02 05:06:43.159993
P000785,electronics,Samsung,188.57,True,2026-02-06 13:42:05.159993
P000786,electronics,Sony,701.62,True,2026-04-01 23:29:25.159993
P000787,electronics,Samsung,1652.19,True,2026-01-05 04:07:14.159993
P000788,home_living,Wayfair,1080.64,True,2026-05-15 15:57:41.159993
P000789,grocery,Walmart,5.28,True,2026-04-21 02:26:57.159993
P000790,electronics,LG,360.44,True,2026-01-12 02:58:43.159993
P000791,electronics,Apple,210.89,True,2026-02-14 02:35:55.159993
P000792,electronics,LG,108.82,True,2026-04-20 20:30:22.159993
P000793,electronics,Samsung,299.32,False,2026-01-11 05:22:29.159993
P000794,electronics,Sony,415.67,False,2026-06-01 23:02:56.159993
P000795,sports,Nike,664.38,True,2026-01-21 14:44:13.159993
P000796,electronics,Apple,609.16,True,2026-05-13 22:15:41.159993
P000797,electronics,Apple,1511.81,True,2026-03-05 04:05:05.159993
P000798,fashion,Adidas,257.74,True,2026-01-01 05:48:59.159993
P000799,electronics,Sony,563.74,True,2026-01-13 22:01:38.159993
P000800,electronics,Samsung,1455.26,False,2026-04-03 05:37:36.159993
P000801,electronics,Apple,373.91,True,2026-03-13 05:49:02.159993
P000802,electronics,Apple,1573.02,True,2026-03-16 11:18:53.159993
P000803,electronics,Samsung,282.39,True,2026-05-22 19:37:08.159993
