customer_id,signup_ts,country,segment,marketing_opt_in
C000489,2026-05-10 08:06:05.159993,CN,silver,True
C000490,2026-04-11 16:39:15.159993,VN,bronze,True
C000491,2026-06-09 14:11:34.159993,VN,bronze,False
C000492,2026-05-28 19:17:53.159993,VN,bronze,False
C000493,2026-05-08 05:09:11.159993,VN,bronze,True
C000494,2026-04-11 04:05:19.159993,VN,silver,True
C000495,2026-02-13 18:50:34.159993,VN,bronze,True
C000496,2026-03-07 20:58:30.159993,VN,bronze,True
C000497,2026-01-14 00:17:20.159993,VN,bronze,True
C000498,2026-02-28 23:08:27.159993,VN,gold,True
C000499,2026-06-08 09:01:33.159993,VN,bronze,False
C000500,2026-03-10 06:28:35.159993,VN,silver,True
C000501,2026-01-13 01:58:27.159993,VN,gold,False
C000502,2026-04-19 23:00:28.159993,VN,bronze,True
C000503,2026-06-14 21:09:43.159993,JP,silver,True
C000504,2026-05-28 18:13:31.159993,VN,silver,False
C000505,2026-02-10 22:40:33.159993,VN,bronze,True
C000506,2026-03-15 07:30:01.159993,VN,silver,False
C000507,2026-03-29 04:39:25.159993,VN,bronze,True
C000508,2026-02-06 05:19:57.159993,VN,silver,True
C000509,2026-02-09 23:24:54.159993,VN,bronze,True
C000510,2026-02-04 05:02:50.159993,VN,bronze,False
C000511,2026-06-20 15:15:25.159993,VN,bronze,True
C000512,2026-05-06 21:26:51.159993,VN,bronze,False
C000513,2026-05-23 23:09:55.159993,VN,bronze,False
C000514,2026-05-19 14:14:34.159993,VN,bronze,True
C000515,2026-06-14 06:09:56.159993,VN,silver,True
C000516,2026-01-11 13:28:01.159993,VN,silver,False
C000517,2026-05-31 07:19:04.159993,VN,bronze,False
C000518,2026-01-04 14:12:00.159993,VN,bronze,True
C000519,2026-03-19 04:29:04.159993,VN,gold,True
C000520,2026-04-09 14:37:09.159993,VN,bronze,True
C000521,2026-02-26 00:37:32.159993,VN,bronze,True
C000522,2026-01-18 22:08:03.159993,VN,bronze,False
C000523,2026-01-27 05:24:27.159993,VN,bronze,True
C000524,2026-05-21 01:12:54.159993,VN,bronze,True
C000525,2026-02-18 23:33:11.159993,VN,bronze,True
C000526,2026-02-17 11:18:41.159993,VN,silver,True
C000527,2026-06-07 19:35:20.159993,VN,bronze,True
C000528,2026-01-18 12:11:33.159993,VN,silver,False
C000529,2026-06-06 08:37:08.159993,VN,bronze,True
C000530,2026-06-07 09:15:29.159993,VN,bronze,True
C000531,2026-04-10 08:26:36.159993,VN,bronze,False
C000532,2026-01-22 09:45:46.159993,VN,bronze,True
C000533,2026-01-20 15:59:05.159993,VN,bronze,True
C000534,2026-02-12 20:39:23.159993,VN,bronze,True
C000535,2026-04-06 13:06:05.159993,VN,bronze,False
C000536,2026-01-20 06:16:32.159993,VN,bronze,False
C000537,2026-03-15 15:06:29.159993,JP,silver,True
C000538,2026-01-13 09:34:58.159993,VN,bronze,True
C000539,2026-03-30 20:41:35.159993,VN,bronze,True
C000540,2025-12-27 10:01:30.159993,VN,silver,True
C000541,2026-04-30 05:42:07.159993,VN,gold,True
C000542,2026-01-02 13:58:26.159993,VN,bronze,False
C000543,2026-01-27 16:17:46.159993,VN,bronze,False
C000544,2026-01-24 01:07:01.159993,JP,bronze,True
C000545,2026-05-22 04:33:37.159993,CN,gold,False
C000546,2026-01-02 05:16:32.159993,VN,silver,False
C000547,2026-03-10 21:04:03.159993,VN,silver,True
C000548,2026-04-09 00:24:25.159993,VN,bronze,True
C000549,2026-03-26 11:45:59.159993,VN,bronze,False
C000550,2026-04-25 03:21:09.159993,VN,silver,True
C000551,2026-05-17 04:03:48.159993,CN,bronze,False
C000552,2026-03-04 11:08:57.159993,VN,silver,True
C000553,2026-05-21 16:34:01.159993,VN,silver,True
C000554,2026-02-18 20:23:14.159993,VN,silver,False
C000555,2026-06-18 19:22:19.159993,VN,silver,True
C000556,2026-03-24 10:13:09.159993,VN,bronze,True
C000557,2026-05-05 02:14:36.159993,KR,bronze,True
C000558,2026-05-30 02:41:13.159993,VN,silver,True
C000559,2026-05-15 06:55:09.159993,VN,bronze,True
C000560,2026-05-25 19:33:16.159993,VN,bronze,True
C000561,2026-03-30 04:24:16.159993,JP,bronze,True
C000562,2025-12-31 10:28:41.159993,VN,bronze,True
C000563,2026-03-22 08:47:12.159993,VN,silver,True
C000564,2026-01-25 06:44:20.159993,VN,bronze,False
C000565,2026-06-01 15:38:58.159993,VN,silver,True
C000566,2026-02-04 05:24:13.159993,JP,bronze,True
C000567,2026-02-02 15:55:38.159993,VN,silver,True
C000568,2026-02-06 12:01:12.159993,KR,bronze,True
C000569,2026-04-18 06:33:07.159993,VN,gold,False
C000570,2026-04-05 10:23:27.159993,VN,bronze,True
C000571,2026-06-12 09:39:30.159993,VN,bronze,True
C000572,2026-03-08 12:55:10.159993,VN,bronze,False
C000573,2026-02-12 10:06:26.159993,VN,bronze,False
C000574,2026-01-01 11:26:37.159993,VN,bronze,False
C000575,2025-12-24 21:14:01.159993,VN,bronze,False
C000576,2026-02-28 20:40:44.159993,VN,silver,False
C000577,2026-06-08 06:11:49.159993,KR,bronze,True
C000578,2026-03-27 21:16:42.159993,VN,bronze,True
C000579,2026-06-02 10:47:29.159993,VN,bronze,True
C000580,2026-01-10 21:53:18.159993,VN,silver,True
C000581,2026-01-09 09:48:45.159993,VN,silver,True
C000582,2026-05-22 15:12:24.159993,VN,bronze,True
C000583,2026-01-11 19:47:29.159993,VN,bronze,True
C000584,2026-01-01 23:08:27.159993,VN,bronze,False
C000585,2026-03-06 08:20:46.159993,VN,bronze,False
C000586,2026-06-08 01:58:57.159993,VN,bronze,True
C000587,2026-04-26 16:48:07.159993,VN,bronze,True
C000588,2026-01-10 10:50:04.159993,VN,bronze,True
C000589,2026-05-23 07:04:18.159993,VN,bronze,True
C000590,2026-05-24 10:54:34.159993,VN,bronze,False
C000591,2026-05-16 17:40:29.159993,VN,silver,False
C000592,2026-06-04 02:07:38.159993,VN,bronze,False
C000593,2026-02-04 18:56:19.159993,VN,silver,False
C000594,2026-06-17 22:24:40.159993,VN,silver,False
C000595,2026-02-19 08:04:26.159993,US,bronze,True
C000596,2026-05-16 23:25:03.159993,VN,bronze,True
C000597,2026-04-06 21:31:14.159993,VN,silver,True
C000598,2026-05-12 22:00:31.159993,VN,bronze,True
C000599,2026-04-15 14:50:44.159993,VN,bronze,True
C000600,2026-04-18 06:11:36.159993,VN,silver,True
C000601,2026-04-13 13:00:47.159993,VN,gold,False
C000602,2026-05-12 19:55:48.159993,VN,silver,True
C000603,2026-05-05 15:19:53.159993,VN,bronze,False
C000604,2026-01-16 19:55:52.159993,JP,bronze,False
C000605,2026-05-21 07:13:22.159993,VN,silver,True
C000606,2026-03-30 02:28:47.159993,VN,bronze,True
C000607,2026-02-19 18:23:10.159993,VN,silver,True
C000608,2026-03-26 04:06:31.159993,CN,silver,True
C000609,2026-06-15 16:02:03.159993,VN,bronze,True
C000610,2026-05-26 23:22:38.159993,VN,silver,False
C000611,2026-05-22 16:14:36.159993,VN,silver,True
C000612,2026-03-16 21:57:32.159993,VN,bronze,True
C000613,2026-05-13 18:08:28.159993,VN,bronze,False
C000614,2026-03-02 22:15:08.159993,VN,bronze,True
C000615,2026-04-26 02:54:02.159993,VN,bronze,True
C000616,2026-04-17 17:34:44.159993,JP,gold,True
C000617,2026-02-06 13:47:46.159993,VN,silver,True
C000618,2026-02-09 13:47:14.159993,VN,bronze,True
C000619,2026-01-03 14:45:39.159993,VN,silver,True
C000620,2026-01-17 18:27:55.159993,VN,bronze,True
C000621,2026-03-11 15:53:54.159993,VN,bronze,True
C000622,2026-03-19 15:05:44.159993,VN,silver,True
C000623,2026-01-22 07:59:14.159993,VN,bronze,True
C000624,2026-03-08 15:37:40.159993,VN,silver,True
C000625,2026-04-11 08:42:45.159993,VN,bronze,True
C000626,2026-02-03 11:22:04.159993,VN,bronze,True
C000627,2026-02-22 11:50:57.159993,VN,bronze,True
C000628,2026-02-27 18:19:00.159993,VN,bronze,True
C000629,2026-03-24 12:29:55.159993,VN,bronze,True
C000630,2026-02-27 13:28:52.159993,VN,bronze,False
C000631,2026-05-05 06:15:59.159993,VN,bronze,True
C000632,2026-02-20 13:26:48.159993,VN,bronze,False
C000633,2026-03-11 17:05:59.159993,CN,gold,True
C000634,2026-03-01 21:57:02.159993,JP,bronze,True
C000635,2026-01-25 12:51:43.159993,VN,bronze,False
C000636,2026-04-26 01:04:37.159993,VN,silver,False
C000637,2026-02-03 23:47:35.159993,VN,bronze,False
C000638,2026-02-15 01:10:19.159993,VN,bronze,True
C000639,2026-05-15 07:21:15.159993,VN,gold,False
C000640,2026-06-12 09:43:55.159993,VN,bronze,True
C000641,2026-04-23 08:42:29.159993,VN,silver,True
C000642,2026-06-06 13:17:21.159993,VN,bronze,True
C000643,2026-05-26 08:46:09.159993,VN,bronze,False
C000644,2026-03-20 04:11:55.159993,VN,bronze,True
C000645,2026-05-11 06:19:09.159993,VN,bronze,False
C000646,2026-02-20 17:11:10.159993,JP,silver,True
C000647,2026-03-16 12:00:47.159993,VN,bronze,False
C000648,2026-03-29 23:44:38.159993,CN,bronze,False
C000649,2026-06-14 11:59:44.159993,VN,bronze,False
C000650,2026-05-25 08:26:49.159993,VN,bronze,True
C000651,2026-03-21 16:14:19.159993,VN,silver,True
C000652,2026-04-20 01:50:35.159993,VN,bronze,True
C000653,2026-01-29 00:50:45.159993,VN,gold,True
C000654,2026-05-17 09:38:18.159993,VN,silver,True
C000655,2026-04-02 03:47:23.159993,VN,bronze,True
C000656,2026-03-29 12:01:33.159993,VN,gold,True
C000657,2026-05-10 13:00:38.159993,VN,gold,True
C000658,2026-04-16 12:52:11.159993,VN,gold,True
C000659,2026-01-05 15:43:25.159993,VN,bronze,False
C000660,2026-02-13 11:29:53.159993,VN,bronze,True
C000661,2026-01-24 10:05:30.159993,VN,gold,False
C000662,2026-05-04 21:24:15.159993,VN,bronze,False
C000663,2025-12-29 22:30:05.159993,VN,bronze,True
C000664,2026-01-29 01:03:13.159993,VN,silver,False
C000665,2026-04-10 03:37:42.159993,VN,silver,True
C000666,2026-04-27 16:11:37.159993,VN,bronze,True
C000667,2026-03-24 04:56:34.159993,VN,bronze,True
C000668,2026-05-27 12:58:19.159993,VN,bronze,True
C000669,2026-06-07 00:29:13.159993,VN,bronze,True
C000670,2026-01-16 09:21:00.159993,VN,gold,True
C000671,2026-06-13 01:30:49.159993,VN,silver,False
C000672,2026-04-13 04:47:10.159993,VN,bronze,True
C000673,2026-04-17 03:07:57.159993,VN,silver,False
C000674,2026-01-09 17:28:46.159993,VN,bronze,False
C000675,2026-04-14 13:09:08.159993,VN,bronze,True
C000676,2026-05-03 05:45:26.159993,VN,bronze,True
C000677,2026-04-07 03:41:00.159993,VN,bronze,False
C000678,2026-01-07 19:40:35.159993,VN,silver,True
C000679,2026-03-27 19:00:30.159993,VN,silver,True
C000680,2026-06-10 01:55:33.159993,KR,silver,True
C000681,2026-05-02 19:49:30.159993,VN,bronze,False
C000682,2026-01-17 08:16:05.159993,KR,silver,True
C000683,2026-06-14 09:36:00.159993,VN,gold,True
C000684,2026-06-14 05:01:42.159993,VN,silver,True
C000685,2026-01-23 02:27:16.159993,VN,silver,True
C000686,2026-05-16 18:29:07.159993,VN,bronze,True
C000687,2026-03-06 19:41:01.159993,VN,silver,False
C000688,2026-04-09 11:22:19.159993,VN,bronze,False
C000689,2026-03-13 17:52:14.159993,VN,silver,True
C000690,2026-05-13 11:36:07.159993,JP,bronze,True
C000691,2026-06-21 00:14:11.159993,VN,bronze,True
C000692,2026-05-15 17:33:42.159993,VN,silver,True
C000693,2026-06-09 06:11:25.159993,VN,bronze,True
C000694,2026-06-11 21:30:09.159993,VN,bronze,True
C000695,2026-01-08 19:55:16.159993,VN,bronze,True
C000696,2026-02-07 05:16:54.159993,VN,silver,True
C000697,2026-05-02 13:05:10.159993,VN,silver,True
C000698,2026-04-08 19:47:37.159993,VN,bronze,True
C000699,2026-01-01 15:17:50.159993,VN,silver,True
C000700,2026-01-09 17:16:42.159993,VN,bronze,False
C000701,2026-03-27 07:25:50.159993,VN,bronze,False
C000702,2026-04-13 12:30:05.159993,JP,bronze,False
C000703,2026-01-22 19:12:48.159993,VN,bronze,False
C000704,2026-01-23 10:38:39.159993,VN,bronze,True
C000705,2026-01-15 21:24:56.159993,VN,gold,False
C000706,2026-04-04 07:15:08.159993,VN,gold,True
C000707,2025-12-25 00:35:36.159993,VN,bronze,True
C000708,2026-04-05 15:33:56.159993,VN,bronze,True
C000709,2026-03-19 06:40:39.159993,VN,silver,True
C000710,2026-03-17 11:43:18.159993,VN,bronze,True
C000711,2026-04-24 21:08:21.159993,CN,bronze,True
C000712,2026-03-27 16:26:06.159993,VN,bronze,False
C000713,2026-05-03 14:32:25.159993,VN,bronze,False
C000714,2026-05-10 02:48:53.159993,VN,silver,True
C000715,2026-06-07 05:34:28.159993,US,silver,True
C000716,2026-05-16 11:24:10.159993,VN,bronze,False
C000717,2026-03-26 19:09:23.159993,VN,silver,True
C000718,2026-03-22 04:46:03.159993,JP,bronze,True
C000719,2026-02-04 00:55:36.159993,JP,bronze,True
C000720,2026-04-10 12:54:34.159993,VN,gold,True
C000721,2026-01-17 15:43:51.159993,VN,gold,True
C000722,2026-06-09 05:36:22.159993,VN,silver,False
C000723,2026-05-24 17:15:25.159993,VN,bronze,False
C000724,2026-01-14 03:54:53.159993,VN,bronze,True
C000725,2026-05-14 01:59:42.159993,VN,silver,True
C000726,2026-01-13 16:33:11.159993,VN,bronze,False
C000727,2026-05-02 10:21:31.159993,VN,bronze,True
C000728,2026-01-08 09:34:07.159993,VN,bronze,True
C000729,2026-03-21 11:39:41.159993,VN,bronze,True
C000730,2026-04-21 00:38:06.159993,VN,gold,True
C000731,2026-05-03 19:07:43.159993,VN,silver,True
C000732,2026-03-08 23:03:13.159993,VN,bronze,True
C000733,2026-06-07 12:04:45.159993,VN,silver,True
C000734,2026-05-11 23:44:03.159993,JP,bronze,True
C000735,2026-01-30 02:22:10.159993,VN,silver,True
C000736,2026-04-23 10:23:07.159993,VN,gold,True
C000737,2026-05-04 02:34:30.159993,VN,silver,False
C000738,2026-02-21 15:58:51.159993,VN,bronze,True
C000739,2026-05-05 11:49:30.159993,VN,silver,True
C000740,2026-06-03 07:36:33.159993,VN,silver,True
C000741,2026-05-19 16:35:58.159993,VN,bronze,False
C000742,2026-05-09 20:48:16.159993,VN,silver,True
C000743,2026-04-16 19:41:41.159993,VN,silver,False
C000744,2026-02-10 07:22:36.159993,VN,gold,True
C000745,2026-05-15 18:01:44.159993,VN,silver,True
C000746,2026-02-27 03:58:31.159993,VN,silver,True
C000747,2026-03-29 09:45:21.159993,VN,bronze,True
C000748,2026-02-18 05:02:47.159993,VN,silver,False
C000749,2026-02-17 22:53:58.159993,VN,bronze,False
C000750,2026-01-20 23:32:53.159993,VN,bronze,True
C000751,2026-06-14 15:28:18.159993,VN,gold,False
C000752,2026-01-19 05:05:24.159993,VN,silver,True
C000753,2026-01-08 03:18:14.159993,VN,silver,True
C000754,2026-06-10 02:44:11.159993,VN,bronze,True
C000755,2026-04-02 12:19:21.159993,KR,silver,True
C000756,2026-03-12 10:24:40.159993,VN,bronze,False
C000757,2026-05-05 08:37:42.159993,US,bronze,True
C000758,2026-03-02 14:36:26.159993,VN,bronze,True
C000759,2026-01-15 15:17:14.159993,VN,bronze,True
C000760,2026-05-03 22:54:29.159993,VN,bronze,True
C000761,2026-01-24 06:59:01.159993,VN,gold,True
C000762,2026-04-02 03:35:45.159993,CN,bronze,True
C000763,2026-06-12 10:37:53.159993,VN,silver,True
C000764,2026-06-10 02:47:26.159993,VN,bronze,True
C000765,2026-02-26 13:14:54.159993,VN,bronze,True
C000766,2026-05-13 01:34:05.159993,VN,bronze,True
C000767,2026-04-12 21:25:31.159993,VN,silver,True
C000768,2026-03-19 21:32:32.159993,VN,bronze,False
C000769,2026-01-17 19:09:19.159993,VN,bronze,False
C000770,2026-03-01 08:32:19.159993,VN,bronze,True
C000771,2026-04-19 22:57:07.159993,VN,bronze,False
C000772,2026-06-19 04:54:50.159993,VN,silver,True
C000773,2025-12-24 11:47:35.159993,VN,silver,True
C000774,2026-05-01 19:23:24.159993,VN,bronze,False
C000775,2026-05-24 22:50:27.159993,VN,silver,False
C000776,2026-06-12 19:49:36.159993,VN,silver,False
C000777,2026-03-09 21:29:51.159993,VN,silver,True
C000778,2026-01-13 22:29:35.159993,VN,silver,True
C000779,2026-02-10 09:14:38.159993,VN,bronze,True
C000780,2026-05-25 16:58:16.159993,VN,bronze,True
C000781,2026-05-30 15:20:40.159993,VN,silver,True
C000782,2026-04-17 06:49:30.159993,VN,bronze,True
C000783,2026-01-14 16:54:17.159993,VN,bronze,True
C000784,2026-01-14 13:22:02.159993,VN,bronze,True
C000785,2026-03-19 16:22:09.159993,VN,bronze,True
C000786,2026-04-08 11:56:25.159993,VN,bronze,True
C000787,2025-12-29 10:32:29.159993,VN,silver,True
C000788,2026-04-26 02:36:07.159993,VN,silver,True
C000789,2026-03-31 14:56:56.159993,VN,bronze,True
C000790,2025-12-25 19:48:48.159993,VN,bronze,True
C000791,2026-01-09 19:59:34.159993,KR,bronze,True
C000792,2026-03-15 09:19:09.159993,VN,bronze,False
C000793,2026-05-02 16:14:05.159993,VN,bronze,True
C000794,2026-05-21 04:23:30.159993,VN,silver,True
C000795,2026-03-11 05:53:19.159993,VN,silver,True
C000796,2026-02-14 18:37:00.159993,VN,silver,False
C000797,2026-06-15 21:45:59.159993,VN,gold,False
C000798,2026-03-16 03:35:36.159993,VN,silver,True
C000799,2026-02-18 09:08:57.159993,VN,bronze,True
C000800,2026-03-13 05:27:46.159993,VN,silver,True
C000801,2025-12-25 18:54:06.159993,JP,silver,False
C000802,2026-02-15 22:59:31.159993,VN,bronze,True
C000803,2026-03-26 09:51:39.159993,VN,bronze,True
C000804,2026-06-06 22:20:05.159993,VN,silver,False
C000805,2026-05-05 11:48:08.159993,VN,bronze,False
C000806,2026-05-13 05:51:21.159993,VN,bronze,True
C000807,2026-03-31 16:38:28.159993,VN,bronze,True
C000808,2026-01-12 12:24:27.159993,VN,bronze,True
C000809,2026-03-03 23:28:05.159993,VN,gold,True
C000810,2026-06-21 01:51:19.159993,VN,bronze,True
C000811,2025-12-31 13:29:04.159993,CN,silver,False
C000812,2026-05-30 20:48:35.159993,VN,bronze,False
C000813,2026-04-25 19:41:13.159993,VN,bronze,True
C000814,2026-02-12 17:09:01.159993,VN,gold,True
C000815,2026-05-12 15:34:36.159993,VN,gold,True
C000816,2026-05-23 06:03:32.159993,VN,bronze,True
C000817,2025-12-31 09:22:20.159993,VN,bronze,False
C000818,2026-01-11 18:23:53.159993,VN,gold,True
C000819,2026-04-22 10:42:14.159993,VN,bronze,True
C000820,2026-06-21 10:47:53.159993,US,bronze,True
C000821,2025-12-27 22:12:04.159993,VN,bronze,True
C000822,2026-04-22 10:25:26.159993,VN,bronze,True
C000823,2026-01-17 04:27:06.159993,VN,gold,False
C000824,2026-04-19 15:12:21.159993,VN,bronze,False
C000825,2026-04-14 19:23:09.159993,VN,silver,True
C000826,2026-01-08 21:22:11.159993,CN,bronze,False
C000827,2026-04-25 03:24:40.159993,VN,silver,True
C000828,2026-06-03 01:51:00.159993,VN,bronze,False
C000829,2026-05-28 00:44:32.159993,VN,silver,True
C000830,2025-12-28 19:56:37.159993,VN,silver,True
C000831,2026-02-05 21:01:31.159993,VN,bronze,False
C000832,2026-02-04 23:02:34.159993,VN,bronze,True
C000833,2026-03-15 04:53:19.159993,VN,bronze,True
C000834,2026-01-18 08:31:13.159993,VN,bronze,True
C000835,2026-05-26 09:26:35.159993,VN,bronze,True
C000836,2026-05-12 10:18:12.159993,VN,bronze,True
C000837,2026-05-18 02:44:12.159993,VN,silver,True
C000838,2026-01-28 06:54:29.159993,VN,bronze,False
C000839,2025-12-26 05:37:09.159993,VN,bronze,True
C000840,2026-06-05 12:37:22.159993,VN,silver,True
C000841,2026-02-13 14:45:00.159993,VN,silver,True
C000842,2026-04-20 17:44:53.159993,VN,bronze,False
C000843,2026-06-05 07:25:53.159993,VN,bronze,True
C000844,2025-12-30 02:53:19.159993,VN,bronze,True
C000845,2025-12-24 14:18:38.159993,VN,bronze,True
C000846,2025-12-24 14:07:21.159993,VN,bronze,True
C000847,2026-01-20 17:59:34.159993,VN,bronze,False
C000848,2026-01-01 21:49:40.159993,VN,silver,True
C000849,2026-05-20 04:58:59.159993,VN,bronze,False
C000850,2026-04-11 16:15:45.159993,VN,silver,True
C000851,2026-06-18 00:28:04.159993,VN,bronze,True
C000852,2026-05-16 21:04:02.159993,VN,bronze,True
C000853,2026-06-14 23:38:15.159993,VN,silver,True
C000854,2026-02-04 13:12:50.159993,VN,silver,True
C000855,2026-02-13 09:57:36.159993,VN,bronze,True
C000856,2026-05-25 12:06:43.159993,VN,gold,True
C000857,2026-02-05 16:33:34.159993,VN,bronze,True
C000858,2026-01-02 21:54:28.159993,VN,bronze,True
C000859,2026-04-23 01:18:28.159993,CN,bronze,True
C000860,2026-05-16 18:49:46.159993,VN,silver,True
C000861,2026-06-15 21:16:24.159993,VN,bronze,True
C000862,2026-06-08 14:44:31.159993,VN,silver,True
C000863,2026-01-14 06:03:42.159993,VN,bronze,True
C000864,2026-05-11 14:10:26.159993,VN,gold,True
C000865,2026-05-24 21:56:18.159993,VN,bronze,True
C000866,2026-04-28 06:32:51.159993,VN,bronze,True
C000867,2026-05-20 04:12:01.159993,VN,silver,True
C000868,2026-05-23 10:44:25.159993,VN,silver,True
C000869,2026-03-13 23:45:45.159993,VN,silver,True
C000870,2025-12-30 20:07:10.159993,VN,silver,True
C000871,2026-03-15 17:25:31.159993,VN,gold,False
C000872,2026-01-28 22:21:52.159993,VN,bronze,True
C000873,2026-01-13 01:58:36.159993,VN,bronze,False
C000874,2026-01-15 02:20:10.159993,VN,bronze,True
C000875,2026-04-28 03:19:17.159993,VN,bronze,True
C000876,2026-03-24 10:14:22.159993,VN,gold,True
C000877,2026-03-30 18:46:08.159993,VN,bronze,True
C000878,2026-05-06 17:52:42.159993,VN,bronze,False
C000879,2026-04-01 07:10:57.159993,VN,bronze,True
C000880,2026-04-16 00:19:01.159993,VN,bronze,False
C000881,2026-01-08 02:17:29.159993,VN,bronze,True
C000882,2026-05-25 19:33:07.159993,VN,gold,False
C000883,2026-03-14 09:23:55.159993,VN,bronze,False
C000884,2026-01-20 13:11:09.159993,VN,bronze,True
C000885,2026-05-19 00:14:41.159993,VN,bronze,True
C000886,2026-05-04 20:13:44.159993,VN,gold,True
C000887,2026-01-02 03:44:16.159993,CN,bronze,True
C000888,2026-01-27 08:36:18.159993,VN,silver,False
C000889,2025-12-26 10:42:12.159993,VN,bronze,True
C000890,2026-02-10 08:20:37.159993,VN,gold,True
C000891,2026-01-10 14:34:51.159993,VN,bronze,True
C000892,2026-04-30 09:27:14.159993,VN,bronze,True
C000893,2026-03-27 16:05:43.159993,VN,silver,False
C000894,2026-06-18 01:09:01.159993,VN,gold,True
C000895,2026-05-07 12:10:40.159993,VN,bronze,False
C000896,2026-04-12 16:32:03.159993,CN,silver,False
C000897,2026-03-25 06:53:58.159993,VN,bronze,True
C000898,2026-01-02 10:06:25.159993,VN,bronze,True
C000899,2026-01-05 05:56:06.159993,VN,bronze,True
C000900,2026-04-13 13:07:14.159993,VN,silver,True
C000901,2025-12-24 09:35:01.159993,VN,bronze,True
C000902,2025-12-31 05:37:12.159993,VN,gold,False
C000903,2026-02-01 01:19:56.159993,VN,bronze,True
C000904,2026-05-31 18:10:31.159993,VN,silver,False
C000905,2026-03-16 05:14:38.159993,VN,silver,False
C000906,2026-04-30 08:02:38.159993,VN,silver,False
C000907,2026-03-07 16:36:53.159993,VN,bronze,True
C000908,2026-01-23 18:34:41.159993,VN,gold,True
C000909,2026-02-28 10:03:43.159993,VN,bronze,True
C000910,2026-01-09 02:54:02.159993,JP,bronze,True
C000911,2026-05-11 06:09:33.159993,VN,bronze,True
C000912,2026-01-25 15:31:45.159993,KR,bronze,True
C000913,2026-03-01 08:36:49.159993,VN,bronze,True
C000914,2026-06-18 00:22:59.159993,VN,bronze,True
C000915,2026-04-09 03:56:49.159993,VN,silver,True
C000916,2026-03-16 03:38:52.159993,VN,bronze,True
C000917,2026-03-31 08:28:51.159993,VN,bronze,True
C000918,2026-05-13 17:53:43.159993,VN,bronze,False
C000919,2026-02-07 10:01:37.159993,VN,bronze,True
C000920,2026-04-17 03:56:59.159993,JP,bronze,False
C000921,2026-05-29 16:41:35.159993,VN,bronze,False
C000922,2026-04-05 15:29:26.159993,VN,bronze,True
C000923,2026-03-13 23:43:07.159993,VN,bronze,True
C000924,2026-01-18 17:37:42.159993,VN,silver,True
C000925,2026-02-06 07:16:35.159993,US,silver,True
C000926,2026-06-11 21:29:29.159993,VN,silver,True
C000927,2026-03-31 00:54:31.159993,VN,gold,True
C000928,2026-02-15 20:27:57.159993,VN,gold,False
C000929,2026-03-08 22:01:01.159993,VN,bronze,False
C000930,2026-04-06 15:42:00.159993,VN,bronze,False
C000931,2026-03-30 08:52:10.159993,VN,bronze,True
C000932,2026-04-28 13:41:52.159993,VN,bronze,True
C000933,2026-02-07 23:02:02.159993,VN,gold,False
C000934,2026-04-19 11:21:11.159993,VN,silver,True
C000935,2026-03-13 07:01:52.159993,VN,silver,True
C000936,2026-06-10 22:02:01.159993,JP,bronze,True
C000937,2026-01-21 00:53:32.159993,VN,silver,True
C000938,2026-01-19 07:55:20.159993,VN,bronze,True
C000939,2026-03-16 17:01:49.159993,VN,bronze,True
C000940,2026-03-25 02:44:58.159993,VN,bronze,True
C000941,2026-04-26 23:14:48.159993,CN,silver,True
C000942,2026-03-06 08:05:39.159993,VN,gold,True
C000943,2026-06-06 01:55:06.159993,VN,silver,True
C000944,2026-03-18 23:04:29.159993,VN,gold,True
C000945,2026-01-15 21:23:56.159993,VN,silver,False
C000946,2026-01-14 01:41:07.159993,VN,bronze,True
C000947,2026-06-16 19:46:44.159993,VN,bronze,True
C000948,2026-01-16 17:57:16.159993,VN,bronze,False
C000949,2026-06-12 05:22:58.159993,VN,bronze,True
C000950,2026-02-11 15:57:07.159993,VN,silver,False
C000951,2026-01-09 10:11:37.159993,VN,bronze,True
C000952,2026-02-16 10:59:22.159993,VN,bronze,True
C000953,2026-04-13 06:09:40.159993,VN,bronze,True
C000954,2026-03-10 15:12:27.159993,VN,bronze,True
C000955,2026-05-14 00:22:23.159993,VN,silver,False
C000956,2026-04-12 14:07:55.159993,VN,gold,False
C000957,2026-03-05 18:03:09.159993,VN,silver,False
C000958,2026-04-16 20:15:49.159993,VN,bronze,False
C000959,2026-06-16 11:23:03.159993,VN,bronze,True
C000960,2026-03-07 17:41:20.159993,VN,silver,False
C000961,2026-01-20 05:32:33.159993,VN,bronze,True
C000962,2026-03-07 04:36:31.159993,VN,bronze,False
C000963,2026-05-23 19:57:44.159993,VN,silver,True
C000964,2026-01-31 18:49:15.159993,VN,silver,True
C000965,2026-06-12 10:57:44.159993,VN,bronze,False
C000966,2026-04-08 12:08:55.159993,VN,bronze,False
C000967,2026-04-10 21:27:45.159993,VN,bronze,True
C000968,2026-02-18 16:16:57.159993,VN,silver,True
C000969,2026-06-07 07:02:25.159993,VN,bronze,True
C000970,2025-12-30 02:26:39.159993,VN,silver,False
C000971,2026-02-15 08:55:33.159993,VN,bronze,True
C000972,2026-03-08 22:09:14.159993,VN,silver,True
C000973,2026-03-19 12:29:44.159993,VN,silver,True
C000974,2026-03-18 22:55:08.159993,VN,bronze,True
C000975,2026-01-19 05:41:58.159993,VN,bronze,True
C000976,2026-02-02 05:13:37.159993,VN,bronze,True
