order_item_id,order_id,product_id,quantity,unit_price,discount,line_total
OI000002225,O002429,P000385,3,1874.09,14.68,5607.589999999999
OI000002226,O001150,P000208,5,877.76,209.95,4178.85
OI000002227,O000245,P000346,9,1842.42,471.13,16110.65
OI000002228,O001377,P000986,3,504.36,130.48,1382.6
OI000002229,O000090,P000427,5,1266.29,367.39,5964.0599999999995
OI000002230,O001506,P000188,10,1044.04,57.33,10383.07
OI000002231,O002698,P000666,7,928.08,250.49,6246.070000000001
OI000002232,O001178,P000678,8,144.37,9.27,1145.69
OI000002233,O002374,P000076,4,1993.18,382.45,7590.27
OI000002234,O000581,P000826,5,623.78,15.86,3103.0399999999995
OI000002235,O002018,P000010,3,503.17,83.86,1425.65
OI000002236,O000684,P000499,9,253.05,70.08,2207.3700000000003
OI000002237,O002962,P000013,4,627.66,12.03,2498.6099999999997
OI000002238,O001892,P000057,1,965.3,36.12,929.18
OI000002239,O002930,P000768,7,552.93,69.34,3801.1699999999996
OI000002240,O002205,P000737,6,482.37,50.31,2843.9100000000003
OI000002241,O001684,P000129,2,1756.87,160.57,3353.1699999999996
OI000002242,O002388,P000703,7,1588.79,53.95,11067.579999999998
OI000002243,O001122,P000572,3,873.06,218.83,2400.35
OI000002244,O000425,P000041,7,834.66,104.02,5738.599999999999
OI000002245,O002187,P000875,5,1163.14,87.72,5727.9800000000005
OI000002246,O001979,P000261,6,1772.1,394.56,10238.039999999999
OI000002247,O002144,P000908,4,336.6,81.59,1264.8100000000002
OI000002248,O002487,P000570,3,1069.19,78.6,3128.9700000000003
OI000002249,O001164,P000462,9,1819.98,385.55,15994.27
OI000002250,O002018,P000115,4,37.57,5.21,145.07
OI000002251,O001624,P000338,3,402.46,83.08,1124.3
OI000002252,O000470,P000963,3,344.78,78.48,955.8599999999999
OI000002253,O001039,P000448,3,163.42,42.04,448.21999999999997
OI000002254,O000575,P000460,4,1891.62,48.57,7517.91
OI000002255,O001353,P000815,8,15.61,1.57,123.31
OI000002256,O002021,P000740,3,222.9,55.85,612.85
OI000002257,O000426,P000048,10,494.03,85.12,4855.179999999999
OI000002258,O000370,P000403,2,1448.48,193.14,2703.82
OI000002259,O001339,P000026,2,1337.21,311.2,2363.2200000000003
OI000002260,O001241,P000289,2,1937.94,529.49,3346.3900000000003
OI000002261,O000992,P000853,9,1677.26,175.63,14919.710000000001
OI000002262,O001035,P000958,1,1533.89,169.86,1364.0300000000002
OI000002263,O002342,P000053,7,918.6,260.93,6169.2699999999995
OI000002264,O001142,P000148,8,1228.6,142.19,9686.609999999999
OI000002265,O000045,P000751,4,408.73,1.01,1633.91
OI000002266,O000198,P000448,10,163.42,1.42,1632.7799999999997
OI000002267,O001611,P000665,10,1713.81,425.05,16713.05
OI000002268,O002910,P000921,3,285.0,57.56,797.44
OI000002269,O002373,P000028,3,1328.0,167.53,3816.47
OI000002270,O000225,P000361,8,944.24,276.85,7277.07
OI000002271,O001951,P000548,9,1041.61,214.87,9159.619999999999
OI000002272,O000492,P000723,3,1384.13,335.46,3816.9300000000003
OI000002273,O002455,P000945,8,1287.86,12.85,10290.029999999999
OI000002274,O002393,P000935,6,1094.05,17.0,6547.299999999999
OI000002275,O000243,P000130,4,21.09,4.9,79.46
OI000002276,O000076,P000974,6,89.43,4.36,532.22
OI000002277,O000202,P000374,1,500.89,92.7,408.19
OI000002278,O000887,P000116,3,623.48,21.08,1849.3600000000001
OI000002279,O000636,P000104,5,373.15,80.17,1785.58
OI000002280,O000146,P000377,8,561.23,109.21,4380.63
OI000002281,O002528,P000049,3,1839.93,373.81,5145.98
OI000002282,O001161,P000261,1,1772.1,180.02,1592.08
OI000002283,O000654,P000515,8,153.98,37.1,1194.74
OI000002284,O002222,P000210,1,849.87,189.96,659.91
OI000002285,O002121,P000344,6,217.3,51.31,1252.4900000000002
OI000002286,O002269,P000202,4,1657.89,233.19,6398.370000000001
OI000002287,O002850,P000922,5,1803.24,92.07,8924.130000000001
OI000002288,O000928,P000504,2,1701.63,28.24,3375.0200000000004
OI000002289,O001788,P000747,7,427.5,64.19,2928.31
OI000002290,O002714,P000392,6,1336.87,378.08,7643.139999999999
OI000002291,O000457,P000562,7,578.74,9.1,4042.0800000000004
OI000002292,O002974,P000058,1,1167.45,45.77,1121.68
OI000002293,O002100,P000328,2,151.76,37.93,265.59
OI000002294,O001782,P000670,7,937.31,211.81,6349.36
OI000002295,O002071,P000818,10,82.46,8.54,816.06
OI000002296,O002140,P000921,6,285.0,79.39,1630.61
OI000002297,O001902,P000616,8,1001.09,185.71,7823.01
OI000002298,O002104,P000725,9,1732.02,181.64,15406.54
OI000002299,O000374,P000521,4,1007.35,52.77,3976.63
OI000002300,O001895,P000716,4,223.06,9.95,882.29
OI000002301,O000589,P000979,4,1379.64,340.2,5178.360000000001
OI000002302,O000481,P000687,4,1421.54,418.4,5267.76
OI000002303,O002117,P000356,5,254.34,24.9,1246.8
OI000002304,O000917,P000302,6,1661.73,494.61,9475.77
OI000002305,O001732,P000066,4,1208.64,155.25,4679.31
OI000002306,O000865,P000551,6,151.2,29.15,878.05
OI000002307,O001657,P000708,9,163.15,19.38,1448.97
OI000002308,O001487,P000372,1,1047.95,92.09,955.86
OI000002309,O002320,P000993,2,827.63,231.84,1423.42
OI000002310,O001970,P000332,7,1943.63,173.21,13432.2
OI000002311,O000924,P000494,3,1011.4,72.05,2962.1499999999996
OI000002312,O002264,P000668,4,1135.87,126.63,4416.849999999999
OI000002313,O000004,P000161,2,273.91,17.37,530.45
OI000002314,O000273,P000049,7,1839.93,491.33,12388.18
OI000002315,O001037,P000945,10,1287.86,80.65,12797.949999999999
OI000002316,O000266,P000460,1,1891.62,384.96,1506.6599999999999
OI000002317,O001237,P000853,3,1677.26,167.24,4864.54
OI000002318,O001254,P000320,1,1011.98,124.33,887.65
OI000002319,O001455,P000716,5,223.06,61.52,1053.78
OI000002320,O000761,P000901,8,49.1,1.05,391.75
OI000002321,O001875,P000864,2,723.69,100.18,1347.2
OI000002322,O000308,P000314,4,1319.43,312.99,4964.7300000000005
OI000002323,O002779,P000587,4,896.13,258.77,3325.75
OI000002324,O001143,P000220,9,1661.8,405.66,14550.539999999999
OI000002325,O000138,P000349,6,245.34,1.85,1470.19
OI000002326,O001962,P000008,7,1423.64,130.07,9835.410000000002
OI000002327,O002907,P000498,10,1597.19,444.44,15527.460000000001
OI000002328,O002208,P000446,10,1640.14,26.59,16374.810000000001
OI000002329,O001328,P000205,8,1027.59,46.39,8174.329999999999
OI000002330,O002884,P000505,9,1800.61,495.34,15710.15
OI000002331,O002573,P000060,7,1525.07,381.68,10293.81
OI000002332,O000953,P000603,7,1296.91,202.79,8875.58
OI000002333,O001220,P000696,6,1613.76,100.59,9581.97
OI000002334,O000844,P000839,8,30.73,2.17,243.67000000000002
OI000002335,O001198,P000750,10,765.43,146.74,7507.5599999999995
OI000002336,O000464,P000094,3,477.6,111.01,1321.7900000000002
OI000002337,O000349,P000517,8,255.91,48.63,1998.6499999999999
OI000002338,O002257,P000657,5,128.07,25.81,614.54
OI000002339,O000028,P000750,1,765.43,18.85,746.5799999999999
OI000002340,O000145,P000777,5,1885.84,246.27,9182.929999999998
OI000002341,O000430,P000975,10,197.12,16.06,1955.14
OI000002342,O002292,P000379,6,243.16,29.97,1428.99
OI000002343,O002395,P000669,1,709.86,90.75,619.11
OI000002344,O000622,P000368,7,24.19,2.1,167.23000000000002
OI000002345,O002969,P000670,1,937.31,41.59,895.7199999999999
OI000002346,O001789,P000093,2,1669.16,441.58,2896.7400000000002
OI000002347,O001096,P000263,8,222.37,45.93,1733.03
OI000002348,O001824,P000742,5,319.51,50.88,1546.6699999999998
OI000002349,O000872,P000090,2,911.3,110.65,1711.9499999999998
OI000002350,O000320,P000135,3,1752.72,1.91,5256.25
OI000002351,O001905,P000670,1,937.31,75.41,861.9
OI000002352,O002252,P000738,1,767.97,77.37,690.6
OI000002353,O001687,P000805,7,43.34,1.81,301.57
OI000002354,O000344,P000359,7,17.82,1.28,123.46000000000001
OI000002355,O002165,P000997,2,1002.0,105.58,1898.42
OI000002356,O002187,P000690,3,294.63,15.91,867.98
OI000002357,O002983,P000758,5,20.98,5.74,99.16000000000001
OI000002358,O001523,P000972,3,1944.33,2.47,5830.5199999999995
OI000002359,O000824,P000881,1,1764.4,59.03,1705.3700000000001
OI000002360,O001210,P000465,9,890.88,255.83,7762.09
OI000002361,O001199,P000237,9,1622.17,33.84,14565.69
OI000002362,O001162,P000322,10,1261.31,205.24,12407.859999999999
OI000002363,O002452,P000581,7,498.49,70.01,3419.42
OI000002364,O002846,P000178,2,1190.26,162.02,2218.5
OI000002365,O001814,P000829,2,34.71,2.52,66.9
OI000002366,O001455,P000861,1,1857.3,46.33,1810.97
OI000002367,O000585,P000707,4,1431.91,281.78,5445.860000000001
OI000002368,O002677,P000977,2,1140.0,194.8,2085.2
OI000002369,O002512,P000144,3,995.44,202.89,2783.4300000000003
OI000002370,O002391,P000707,1,1431.91,106.28,1325.63
OI000002371,O002778,P000354,1,770.78,101.35,669.43
OI000002372,O001336,P000310,5,1948.09,413.97,9326.48
OI000002373,O000231,P000650,2,330.37,12.39,648.35
OI000002374,O002771,P000767,6,1966.38,541.22,11257.060000000001
OI000002375,O000115,P000875,8,1163.14,172.3,9132.820000000002
OI000002376,O002479,P000181,1,794.31,149.04,645.27
OI000002377,O001051,P000716,2,223.06,40.34,405.78
OI000002378,O001284,P000808,3,254.28,73.73,689.11
OI000002379,O002472,P000157,3,1411.2,250.11,3983.4900000000002
OI000002380,O001025,P000981,3,1764.41,409.54,4883.6900000000005
OI000002381,O000288,P000174,9,3.71,0.68,32.71
OI000002382,O000138,P000105,5,780.41,87.92,3814.1299999999997
OI000002383,O002452,P000104,3,373.15,54.8,1064.6499999999999
OI000002384,O000749,P000363,8,284.75,2.31,2275.69
OI000002385,O002651,P000535,4,691.04,145.86,2618.2999999999997
OI000002386,O000674,P000132,8,1097.12,290.32,8486.64
OI000002387,O000297,P000387,2,1137.42,73.5,2201.34
OI000002388,O000398,P000695,2,354.3,79.09,629.51
OI000002389,O000551,P000998,6,1771.97,25.72,10606.1
OI000002390,O000066,P000200,5,1368.99,402.31,6442.639999999999
OI000002391,O000261,P000712,8,27.1,7.69,209.11
OI000002392,O001499,P000543,10,1560.53,54.98,15550.32
OI000002393,O000500,P000501,1,178.2,2.22,175.98
OI000002394,O001170,P000376,3,1068.19,232.83,2971.7400000000002
OI000002395,O002625,P000156,8,554.7,71.79,4365.81
OI000002396,O002480,P000886,9,714.21,112.59,6315.3
OI000002397,O002999,P000314,9,1319.43,133.78,11741.09
OI000002398,O002172,P000258,10,907.59,78.08,8997.82
OI000002399,O002154,P000150,6,1591.64,402.49,9147.35
OI000002400,O002859,P000001,3,708.94,112.76,2014.0600000000002
OI000002401,O000476,P000122,4,1945.52,174.25,7607.83
OI000002402,O001660,P000216,6,1516.37,365.31,8732.91
OI000002403,O002715,P000460,1,1891.62,310.94,1580.6799999999998
OI000002404,O002558,P000047,7,233.35,15.71,1617.74
OI000002405,O002708,P000243,5,297.92,49.28,1440.3200000000002
OI000002406,O001273,P000975,1,197.12,32.76,164.36
OI000002407,O001761,P000071,6,1107.76,101.85,6544.709999999999
OI000002408,O002823,P000991,3,859.29,235.8,2342.0699999999997
OI000002409,O001383,P000699,8,197.26,9.55,1568.53
OI000002410,O000143,P000808,4,254.28,22.31,994.8100000000001
OI000002411,O000222,P000152,6,68.04,1.15,407.09000000000003
OI000002412,O000276,P000981,10,1764.41,332.56,17311.54
OI000002413,O000157,P000433,10,353.66,47.73,3488.8700000000003
OI000002414,O000074,P000323,5,964.93,112.5,4712.15
OI000002415,O000402,P000972,2,1944.33,573.34,3315.3199999999997
OI000002416,O001545,P000094,2,477.6,81.31,873.8900000000001
OI000002417,O002188,P000493,2,1855.43,19.35,3691.51
OI000002418,O001565,P000712,3,27.1,3.92,77.38000000000001
OI000002419,O001471,P000594,7,1038.1,274.86,6991.839999999999
OI000002420,O002206,P000395,10,288.86,34.28,2854.32
OI000002421,O002962,P000183,5,1753.7,509.66,8258.84
OI000002422,O002444,P000804,5,935.51,137.2,4540.35
OI000002423,O001875,P000928,8,1542.52,66.63,12273.53
OI000002424,O000602,P000002,6,1734.43,345.15,10061.43
OI000002425,O000175,P000037,9,1590.88,325.45,13992.470000000001
OI000002426,O002446,P000965,9,549.05,13.18,4928.2699999999995
OI000002427,O002285,P000904,7,483.23,20.5,3362.11
OI000002428,O000628,P000785,6,188.57,38.65,1092.77
OI000002429,O002107,P000528,8,1159.69,231.99,9045.53
OI000002430,O001422,P000801,4,373.91,104.69,1390.95
OI000002431,O000348,P000972,8,1944.33,473.97,15080.67
OI000002432,O001929,P000511,2,803.09,211.93,1394.25
OI000002433,O001419,P000459,1,1585.62,328.73,1256.8899999999999
OI000002434,O002260,P000430,10,32.92,9.26,319.94000000000005
OI000002435,O002659,P000133,4,1130.53,154.59,4367.53
OI000002436,O000140,P000859,3,1721.38,211.19,4952.950000000001
OI000002437,O000102,P000069,6,810.99,195.52,4670.42
OI000002438,O002311,P000964,5,160.72,17.4,786.2
OI000002439,O000154,P000707,9,1431.91,412.77,12474.42
OI000002440,O002373,P000991,3,859.29,132.18,2445.69
OI000002441,O001032,P000938,2,788.58,106.48,1470.68
OI000002442,O000116,P000646,10,1100.42,31.41,10972.79
OI000002443,O001822,P000605,9,1505.93,193.47,13359.900000000001
OI000002444,O002385,P000616,1,1001.09,216.06,785.03
OI000002445,O001381,P000105,5,780.41,96.72,3805.33
OI000002446,O002166,P000279,9,948.41,138.69,8397.0
OI000002447,O002370,P000567,5,233.93,62.68,1106.97
OI000002448,O002299,P000450,1,793.14,21.03,772.11
OI000002449,O000389,P000748,2,1442.82,107.97,2777.67
OI000002450,O002494,P000797,3,1511.81,9.48,4525.950000000001
OI000002451,O000709,P000813,9,156.58,30.66,1378.56
OI000002452,O000248,P000645,6,1972.5,465.16,11369.84
OI000002453,O001398,P000686,2,3.82,0.76,6.88
OI000002454,O000033,P000195,2,828.98,87.72,1570.24
OI000002455,O000697,P000144,1,995.44,30.94,964.5
OI000002456,O001196,P000447,7,601.01,50.52,4156.549999999999
OI000002457,O001205,P000989,8,871.35,32.15,6938.650000000001
OI000002458,O000574,P000967,4,1629.27,183.65,6333.43
OI000002459,O002410,P000363,6,284.75,41.41,1667.09
OI000002460,O001650,P000415,6,723.99,54.93,4289.01
OI000002461,O001150,P000108,6,122.16,15.02,717.94
OI000002462,O002723,P000698,2,982.47,69.86,1895.0800000000002
OI000002463,O002141,P001000,4,191.78,53.53,713.59
OI000002464,O002470,P000317,3,409.42,110.8,1117.46
OI000002465,O000462,P000290,8,271.21,22.49,2147.19
OI000002466,O001990,P000577,7,18.66,1.98,128.64000000000001
OI000002467,O001138,P000101,4,106.37,19.95,405.53000000000003
OI000002468,O000454,P000778,10,759.17,224.15,7367.55
OI000002469,O001782,P000842,9,191.61,12.02,1712.4700000000003
OI000002470,O001494,P000146,6,710.88,163.17,4102.11
OI000002471,O001679,P000811,8,106.61,13.22,839.66
OI000002472,O000886,P000756,1,1075.19,40.28,1034.91
OI000002473,O002299,P000405,6,316.12,42.17,1854.55
OI000002474,O001837,P000205,10,1027.59,303.22,9972.68
OI000002475,O000958,P000085,5,311.52,10.64,1546.9599999999998
OI000002476,O001379,P000763,4,1986.37,51.17,7894.3099999999995
OI000002477,O002771,P000616,3,1001.09,171.08,2832.19
OI000002478,O000600,P000619,1,1009.05,197.38,811.67
OI000002479,O001747,P000793,8,299.32,75.51,2319.0499999999997
OI000002480,O000336,P000924,1,723.54,40.29,683.25
OI000002481,O000229,P000231,1,1513.28,431.59,1081.69
OI000002482,O001911,P000561,7,867.09,228.4,5841.2300000000005
OI000002483,O001710,P000709,7,1469.08,227.96,10055.6
OI000002484,O002974,P000659,2,181.9,41.7,322.1
OI000002485,O002275,P000910,3,360.6,91.25,990.5500000000002
OI000002486,O002789,P000341,2,15.39,3.16,27.62
OI000002487,O001042,P000845,2,1606.54,74.93,3138.15
OI000002488,O001218,P000111,2,1817.6,518.14,3117.06
OI000002489,O002027,P000074,2,254.86,67.17,442.55
OI000002490,O002255,P000305,10,37.98,2.17,377.62999999999994
OI000002491,O002444,P000838,6,1035.16,119.14,6091.820000000001
OI000002492,O000029,P000396,3,72.3,12.03,204.86999999999998
OI000002493,O001971,P000219,2,982.72,172.48,1792.96
OI000002494,O002759,P000208,8,877.76,204.69,6817.39
OI000002495,O000554,P000335,9,225.93,64.69,1968.68
OI000002496,O000392,P000392,3,1336.87,194.99,3815.62
OI000002497,O000779,P000244,3,1072.6,43.2,3174.6
OI000002498,O001747,P000416,2,1137.53,201.16,2073.9
OI000002499,O000776,P000055,7,1701.66,352.58,11559.04
OI000002500,O001946,P000954,2,1799.27,384.48,3214.06
OI000002501,O000742,P000798,4,257.74,71.47,959.49
OI000002502,O000120,P000823,10,760.05,83.8,7516.7
OI000002503,O001378,P000966,7,951.42,203.85,6456.089999999999
OI000002504,O001753,P000093,4,1669.16,198.48,6478.160000000001
OI000002505,O002031,P000838,7,1035.16,163.22,7082.900000000001
OI000002506,O002840,P000736,2,365.23,60.38,670.08
OI000002507,O001048,P000444,6,777.75,15.04,4651.46
OI000002508,O002078,P000331,9,1444.86,398.53,12605.21
OI000002509,O000594,P000183,1,1753.7,446.51,1307.19
OI000002510,O000116,P000849,4,1059.2,130.97,4105.83
OI000002511,O000592,P000811,8,106.61,16.15,836.73
OI000002512,O002020,P000620,5,1248.68,0.77,6242.63
OI000002513,O001304,P000042,6,1689.48,32.59,10104.29
OI000002514,O000415,P000039,3,998.6,12.2,2983.6000000000004
OI000002515,O000624,P000903,4,1205.79,209.86,4613.3
OI000002516,O000894,P000857,5,1910.95,303.71,9251.04
OI000002517,O001205,P000338,2,402.46,35.03,769.89
OI000002518,O001376,P000433,1,353.66,41.49,312.17
OI000002519,O000414,P000720,6,121.26,28.17,699.3900000000001
OI000002520,O002222,P000362,5,163.96,9.03,810.7700000000001
OI000002521,O000135,P000839,7,30.73,7.5,207.61
OI000002522,O000679,P000103,4,35.47,3.95,137.93
OI000002523,O002331,P000844,1,459.84,95.55,364.28999999999996
OI000002524,O000535,P000581,4,498.49,78.83,1915.13
OI000002525,O002457,P000573,10,21.71,1.7,215.40000000000003
OI000002526,O000763,P000908,1,336.6,51.64,284.96000000000004
OI000002527,O002592,P000609,7,822.73,108.36,5650.750000000001
OI000002528,O002062,P000602,2,668.37,52.84,1283.9
OI000002529,O001145,P000766,10,229.31,36.84,2256.2599999999998
OI000002530,O000059,P000726,6,928.18,135.04,5434.04
OI000002531,O001148,P000380,3,1674.15,189.29,4833.160000000001
OI000002532,O002306,P000727,3,692.57,3.16,2074.55
OI000002533,O001938,P000297,3,144.92,41.21,393.55
OI000002534,O002097,P000140,2,982.04,276.88,1687.1999999999998
OI000002535,O002379,P000358,1,500.38,69.64,430.74
OI000002536,O001028,P000182,10,1372.23,116.19,13606.109999999999
OI000002537,O001302,P000589,10,286.46,9.7,2854.9
OI000002538,O002880,P000602,2,668.37,152.99,1183.75
OI000002539,O000605,P000247,3,1979.0,323.6,5613.4
OI000002540,O001651,P000103,10,35.47,5.3,349.4
OI000002541,O002717,P000001,10,708.94,166.37,6923.030000000001
OI000002542,O001339,P000611,10,512.0,7.7,5112.3
OI000002543,O002713,P000995,5,952.7,107.26,4656.24
OI000002544,O001051,P000299,7,933.61,50.03,6485.240000000001
OI000002545,O002629,P000871,9,26.45,2.08,235.96999999999997
OI000002546,O000621,P000183,6,1753.7,460.91,10061.29
OI000002547,O002313,P000743,5,1834.29,230.48,8940.970000000001
OI000002548,O000546,P000918,9,284.36,60.64,2498.6000000000004
OI000002549,O000186,P000117,3,278.66,22.59,813.39
OI000002550,O001833,P000623,2,5.35,0.98,9.719999999999999
OI000002551,O000228,P000917,6,549.32,163.0,3132.92
OI000002552,O000143,P000854,8,270.75,7.68,2158.32
OI000002553,O001818,P000213,2,1329.61,330.22,2329.0
OI000002554,O000726,P000673,6,500.63,149.52,2854.2599999999998
OI000002555,O001154,P000211,5,524.47,24.72,2597.6300000000006
OI000002556,O002308,P000633,7,1471.94,331.0,9972.58
OI000002557,O001716,P000940,5,122.74,15.49,598.2099999999999
OI000002558,O000715,P000729,4,44.81,0.21,179.03
OI000002559,O002140,P000948,1,961.55,286.67,674.8799999999999
OI000002560,O000049,P000144,6,995.44,202.8,5769.84
OI000002561,O002239,P000896,7,61.98,13.48,420.37999999999994
OI000002562,O002568,P000487,7,1467.14,31.52,10238.460000000001
OI000002563,O001257,P000754,9,998.49,46.73,8939.68
OI000002564,O000287,P000005,9,1877.25,356.9,16538.35
OI000002565,O000890,P000655,5,107.05,15.53,519.72
OI000002566,O002796,P000748,4,1442.82,209.06,5562.219999999999
OI000002567,O001557,P000722,5,455.23,105.84,2170.31
OI000002568,O001818,P000217,7,1403.4,115.16,9708.640000000001
OI000002569,O000669,P000672,2,574.61,169.18,980.04
OI000002570,O000596,P000560,1,120.18,26.5,93.68
OI000002571,O000264,P000460,7,1891.62,308.18,12933.16
OI000002572,O002068,P000325,5,76.46,14.17,368.12999999999994
OI000002573,O001907,P000763,5,1986.37,475.49,9456.359999999999
OI000002574,O001850,P000209,2,240.61,54.58,426.64000000000004
OI000002575,O000587,P000261,3,1772.1,198.13,5118.169999999999
OI000002576,O002274,P000694,7,461.63,48.11,3183.2999999999997
OI000002577,O000248,P000023,5,1958.73,524.55,9269.1
OI000002578,O002346,P000507,7,1029.09,268.19,6935.44
OI000002579,O000338,P000420,10,1735.81,299.7,17058.399999999998
OI000002580,O000822,P000042,9,1689.48,97.29,15108.029999999999
OI000002581,O002970,P000924,6,723.54,51.38,4289.86
OI000002582,O000232,P000280,5,896.18,14.99,4465.91
OI000002583,O002411,P000913,4,1745.3,216.62,6764.58
OI000002584,O002625,P000816,7,1126.29,270.6,7613.429999999999
OI000002585,O000980,P000375,3,1711.54,445.55,4689.07
OI000002586,O000661,P000136,10,1094.77,290.6,10657.1
OI000002587,O000107,P000325,8,76.46,18.94,592.7399999999999
OI000002588,O001168,P000889,2,889.74,83.3,1696.18
OI000002589,O002486,P000664,7,58.71,16.76,394.21000000000004
OI000002590,O002787,P000185,2,643.85,181.62,1106.08
OI000002591,O001593,P000286,3,1963.66,413.04,5477.9400000000005
OI000002592,O001258,P000243,5,297.92,79.8,1409.8000000000002
OI000002593,O000623,P000353,7,397.84,11.47,2773.41
OI000002594,O001374,P000559,3,444.5,13.87,1319.63
OI000002595,O000180,P000114,2,133.13,33.66,232.6
OI000002596,O002576,P000702,7,1444.85,428.43,9685.519999999999
OI000002597,O001979,P000078,4,1648.51,4.77,6589.2699999999995
OI000002598,O002223,P000187,4,362.53,56.6,1393.52
OI000002599,O002862,P000371,3,438.52,7.73,1307.83
OI000002600,O002190,P000270,3,380.64,21.59,1120.3300000000002
OI000002601,O000984,P000355,9,1953.77,315.21,17268.72
OI000002602,O001823,P000281,7,1799.35,11.77,12583.679999999998
OI000002603,O002986,P000773,3,929.87,84.27,2705.34
OI000002604,O000927,P000208,9,877.76,70.86,7828.9800000000005
OI000002605,O000276,P000865,9,678.15,85.9,6017.45
OI000002606,O002316,P000539,4,173.59,27.82,666.54
OI000002607,O001921,P000306,7,131.12,34.8,883.0400000000001
OI000002608,O001191,P000222,4,395.06,108.11,1472.13
OI000002609,O002945,P000924,3,723.54,153.99,2016.6299999999999
OI000002610,O000894,P000612,1,120.35,14.39,105.96
OI000002611,O000244,P000095,3,1267.28,25.76,3776.08
OI000002612,O000672,P000023,10,1958.73,255.08,19332.219999999998
OI000002613,O001154,P000843,3,304.52,89.11,824.4499999999999
OI000002614,O001055,P000835,2,1852.55,466.8,3238.2999999999997
OI000002615,O001797,P000762,8,1859.39,241.09,14634.03
OI000002616,O001926,P000922,6,1803.24,218.84,10600.6
OI000002617,O001567,P000623,4,5.35,0.04,21.36
OI000002618,O001988,P000062,8,512.56,1.63,4098.849999999999
OI000002619,O000337,P000835,9,1852.55,196.42,16476.530000000002
OI000002620,O002670,P000918,7,284.36,78.74,1911.78
OI000002621,O001947,P000784,8,157.64,35.08,1226.04
OI000002622,O002196,P000781,5,220.22,14.47,1086.6299999999999
OI000002623,O001790,P000950,2,414.19,108.59,719.79
OI000002624,O002867,P000225,9,810.98,70.76,7228.0599999999995
OI000002625,O001369,P000590,5,1278.55,268.1,6124.65
OI000002626,O002774,P000894,3,1387.22,93.45,4068.21
OI000002627,O002283,P001000,9,191.78,16.03,1709.99
OI000002628,O001885,P000220,10,1661.8,398.74,16219.26
OI000002629,O001500,P000403,4,1448.48,385.06,5408.86
OI000002630,O000394,P000698,4,982.47,37.6,3892.28
OI000002631,O001451,P000284,1,313.06,12.62,300.44
OI000002632,O002372,P000616,9,1001.09,75.36,8934.449999999999
OI000002633,O001101,P000221,2,829.56,198.08,1461.04
OI000002634,O000608,P000524,10,705.15,19.73,7031.77
OI000002635,O001377,P000135,10,1752.72,106.27,17420.93
OI000002636,O001317,P000764,2,71.15,5.49,136.81
OI000002637,O002929,P000024,10,66.96,2.82,666.7799999999999
OI000002638,O001979,P000866,7,920.6,17.63,6426.57
OI000002639,O002560,P000600,3,1070.06,161.61,3048.5699999999997
OI000002640,O000100,P000740,1,222.9,12.48,210.42000000000002
OI000002641,O002488,P000010,1,503.17,17.22,485.95000000000005
OI000002642,O001921,P000887,8,1876.63,76.94,14936.1
OI000002643,O002447,P000845,6,1606.54,62.09,9577.15
OI000002644,O000499,P000627,2,62.03,14.58,109.48
OI000002645,O000368,P000006,9,1376.48,182.2,12206.119999999999
OI000002646,O000253,P000471,5,278.32,46.08,1345.52
OI000002647,O002844,P000375,5,1711.54,460.01,8097.6900000000005
OI000002648,O001979,P000074,1,254.86,56.56,198.3
OI000002649,O000193,P000623,5,5.35,1.13,25.62
OI000002650,O000769,P000696,1,1613.76,431.57,1182.19
OI000002651,O002537,P000819,1,462.02,5.11,456.90999999999997
OI000002652,O002834,P000922,9,1803.24,99.2,16129.96
OI000002653,O002797,P000537,4,1276.32,341.89,4763.389999999999
OI000002654,O001695,P000925,6,1630.6,146.78,9636.819999999998
OI000002655,O002629,P000604,5,1937.68,467.89,9220.51
OI000002656,O000072,P000362,8,163.96,41.41,1270.27
OI000002657,O002724,P000300,6,47.94,10.02,277.62
OI000002658,O001796,P000181,8,794.31,66.04,6288.44
OI000002659,O000944,P000474,9,640.18,150.37,5611.25
OI000002660,O001235,P000980,7,1005.65,24.95,7014.6
OI000002661,O002709,P000895,7,487.63,143.64,3269.77
OI000002662,O002431,P000007,4,405.69,0.49,1622.27
OI000002663,O000938,P000006,4,1376.48,348.82,5157.1
OI000002664,O000008,P000748,8,1442.82,400.81,11141.75
OI000002665,O001198,P000417,3,460.04,99.07,1281.0500000000002
OI000002666,O002959,P000733,10,393.68,18.47,3918.3300000000004
OI000002667,O002964,P000335,9,225.93,18.52,2014.8500000000001
OI000002668,O001910,P000145,9,2.73,0.48,24.09
OI000002669,O002533,P000339,3,780.43,137.83,2203.46
OI000002670,O001558,P000126,2,602.62,60.86,1144.38
OI000002671,O002635,P000397,6,1296.06,120.7,7655.66
OI000002672,O000385,P000796,6,609.16,170.46,3484.5
OI000002673,O000946,P000431,10,1519.75,374.8,14822.7
OI000002674,O000399,P000082,3,384.31,89.0,1063.93
OI000002675,O001520,P000527,9,344.0,67.78,3028.22
OI000002676,O000565,P000807,6,74.33,17.83,428.15000000000003
OI000002677,O001136,P000166,8,1189.26,313.8,9200.28
OI000002678,O001929,P000171,6,1191.32,296.55,6851.37
OI000002679,O001293,P000720,4,121.26,16.52,468.52000000000004
OI000002680,O001829,P000414,4,131.02,37.35,486.73
OI000002681,O000814,P000782,9,188.19,33.73,1659.98
