order_id,customer_id,order_timestamp,status,shipping_city,shipping_method,coupon_code
O000775,C000979,2026-06-07 07:15:59.159993,returned,Ho Chi Minh City,standard,
O000776,C000029,2026-05-31 22:19:38.159993,cancelled,Ho Chi Minh City,standard,SAVEUPTO20
O000777,C000020,2026-03-27 21:49:50.159993,completed,Ho Chi Minh City,standard,
O000778,C000993,2026-03-16 03:32:28.159993,completed,Ho Chi Minh City,,
O000779,C000568,2026-02-25 17:48:30.159993,completed,Ho Chi Minh City,,
O000780,C000883,2026-04-23 22:09:52.159993,completed,Ho Chi Minh City,standard,
O000781,C000485,2026-06-04 01:26:43.159993,completed,Ho Chi Minh City,standard,
O000782,C000159,2026-06-18 18:43:29.159993,completed,Ho Chi Minh City,standard,
O000783,C000025,2026-05-27 08:45:38.159993,cancelled,Ho Chi Minh City,standard,
O000784,C000466,2026-06-17 13:22:32.159993,completed,Ho Chi Minh City,express,
O000785,C000926,2026-06-12 19:19:31.159993,returned,Ho Chi Minh City,same_day,SAVEUPTO20
O000786,C000823,2026-04-30 09:52:52.159993,completed,Ho Chi Minh City,standard,
O000787,C000181,2026-06-18 01:08:58.159993,completed,Ho Chi Minh City,standard,
O000788,C000341,2026-04-28 15:45:15.159993,completed,Ho Chi Minh City,express,
O000789,C000240,2026-05-07 00:02:25.159993,completed,Ho Chi Minh City,standard,
O000790,C000565,2026-06-18 20:28:45.159993,cancelled,Ho Chi Minh City,same_day,
O000791,C000155,2026-04-28 11:20:59.159993,completed,Ho Chi Minh City,standard,
O000792,C000386,2026-01-24 04:00:00.159993,completed,Ho Chi Minh City,,
O000793,C000198,2026-01-22 16:02:16.159993,completed,Da Nang,,
O000794,C000922,2026-06-08 16:43:47.159993,completed,Ho Chi Minh City,standard,
O000795,C000648,2026-04-23 09:10:53.159993,completed,Ho Chi Minh City,standard,
O000796,C000399,2026-06-01 13:01:41.159993,returned,Ho Chi Minh City,standard,
O000797,C000334,2026-06-04 05:18:11.159993,completed,Da Nang,standard,
O000798,C000450,2026-05-11 09:58:17.159993,completed,Ho Chi Minh City,express,
O000799,C000419,2026-03-24 21:06:45.159993,completed,Ho Chi Minh City,standard,SAVEUPTO20
O000800,C000433,2026-06-14 04:51:24.159993,completed,Hanoi,express,
O000801,C000175,2026-05-16 22:33:59.159993,completed,Da Nang,standard,
O000802,C000530,2026-06-20 03:22:36.159993,completed,Hanoi,same_day,
O000803,C000704,2026-02-07 08:25:05.159993,completed,Ho Chi Minh City,,
O000804,C000928,2026-06-11 11:45:22.159993,completed,Ho Chi Minh City,standard,
O000805,C000948,2026-05-21 12:39:29.159993,cancelled,Ho Chi Minh City,standard,
O000806,C000595,2026-03-02 04:37:41.159993,cancelled,Ho Chi Minh City,,
O000807,C000979,2026-05-02 13:13:18.159993,completed,Ho Chi Minh City,standard,
O000808,C000019,2026-05-24 17:26:29.159993,completed,Ho Chi Minh City,standard,
O000809,C000126,2026-05-18 07:18:27.159993,completed,Ho Chi Minh City,standard,
O000810,C000578,2026-04-04 22:07:58.159993,cancelled,Ho Chi Minh City,standard,
O000811,C000319,2026-06-10 18:17:53.159993,completed,Ho Chi Minh City,standard,
O000812,C000052,2026-03-14 08:45:05.159993,completed,Ho Chi Minh City,,
O000813,C000528,2026-06-02 03:23:44.159993,cancelled,Ho Chi Minh City,standard,
O000814,C000235,2026-04-07 01:47:53.159993,returned,Ho Chi Minh City,standard,SAVEUPTO20
O000815,C000894,2026-06-20 23:04:49.159993,completed,Ho Chi Minh City,standard,
O000816,C000940,2026-04-27 09:39:41.159993,returned,Ho Chi Minh City,express,
O000817,C000434,2026-03-27 06:48:23.159993,completed,Ho Chi Minh City,standard,
O000818,C000010,2026-06-02 14:29:28.159993,completed,Ho Chi Minh City,same_day,SAVEUPTO20
O000819,C000588,2026-06-03 05:41:17.159993,completed,Hanoi,standard,
O000820,C000984,2026-05-23 10:37:47.159993,returned,Ho Chi Minh City,express,
O000821,C000966,2026-04-17 04:08:18.159993,cancelled,Bien Hoa,standard,
O000822,C000134,2026-05-19 05:24:05.159993,completed,Ho Chi Minh City,standard,
O000823,C000076,2026-03-28 19:11:06.159993,completed,Ho Chi Minh City,standard,SAVEUPTO20
O000824,C000275,2026-03-20 23:20:50.159993,completed,Ho Chi Minh City,,
O000825,C000500,2026-05-28 14:58:19.159993,completed,Ho Chi Minh City,standard,
O000826,C000368,2026-05-10 06:31:32.159993,completed,Can Tho,same_day,SAVEUPTO20
O000827,C000262,2026-05-12 03:00:58.159993,completed,Ho Chi Minh City,standard,
O000828,C000825,2026-05-21 21:19:55.159993,completed,Can Tho,standard,SAVEUPTO20
O000829,C000052,2026-03-29 20:02:19.159993,completed,Ho Chi Minh City,standard,
O000830,C000913,2026-04-30 12:15:05.159993,completed,Hanoi,express,
O000831,C000257,2026-05-01 15:04:42.159993,completed,Hanoi,standard,
O000832,C000772,2026-06-20 14:13:15.159993,cancelled,Ho Chi Minh City,express,
O000833,C000036,2026-05-23 19:06:05.159993,completed,Ho Chi Minh City,express,
O000834,C000274,2026-06-15 22:00:15.159993,completed,Ho Chi Minh City,standard,
O000835,C000153,2026-06-15 02:43:52.159993,completed,Ho Chi Minh City,standard,
O000836,C000864,2026-06-01 07:48:40.159993,completed,Ho Chi Minh City,standard,
O000837,C000157,2026-05-26 11:19:26.159993,completed,Ho Chi Minh City,standard,
O000838,C000445,2026-06-02 20:44:31.159993,completed,Ho Chi Minh City,standard,
O000839,C000687,2026-06-13 09:55:53.159993,completed,Ho Chi Minh City,standard,
O000840,C000067,2026-06-15 22:24:18.159993,cancelled,Bien Hoa,same_day,
O000841,C000441,2026-06-18 23:36:06.159993,completed,Ho Chi Minh City,standard,SAVEUPTO20
O000842,C000498,2026-05-09 11:17:44.159993,completed,Ho Chi Minh City,standard,
O000843,C000402,2026-05-13 13:13:37.159993,completed,Ho Chi Minh City,same_day,
O000844,C000048,2026-06-04 16:38:25.159993,cancelled,Ho Chi Minh City,standard,
O000845,C000636,2026-05-02 19:36:53.159993,completed,Ho Chi Minh City,standard,
O000846,C000413,2026-04-03 16:56:45.159993,cancelled,Da Nang,same_day,
O000847,C000912,2026-02-15 08:29:46.159993,cancelled,Ho Chi Minh City,,
O000848,C000546,2026-06-11 02:46:41.159993,completed,Ho Chi Minh City,express,
O000849,C000360,2026-05-19 00:22:02.159993,returned,Ho Chi Minh City,express,
O000850,C000174,2026-05-18 03:09:12.159993,completed,Ho Chi Minh City,standard,
O000851,C000716,2026-05-24 14:24:34.159993,completed,Ho Chi Minh City,standard,
O000852,C000056,2026-06-14 04:14:50.159993,completed,Ho Chi Minh City,standard,
O000853,C000441,2026-06-18 13:58:45.159993,completed,Ho Chi Minh City,express,
O000854,C000907,2026-05-28 12:42:22.159993,completed,Ho Chi Minh City,standard,
O000855,C000928,2026-03-25 02:17:54.159993,completed,Ho Chi Minh City,standard,
O000856,C000664,2026-05-23 16:09:56.159993,completed,Ho Chi Minh City,standard,
O000857,C000316,2026-05-03 05:05:19.159993,completed,Ho Chi Minh City,express,
O000858,C000420,2026-05-09 02:06:51.159993,completed,Ho Chi Minh City,standard,
O000859,C000562,2026-02-08 04:28:55.159993,pending,Ho Chi Minh City,,
O000860,C000756,2026-05-27 00:20:17.159993,completed,Ho Chi Minh City,same_day,
O000861,C000417,2026-06-16 19:49:10.159993,completed,Ho Chi Minh City,same_day,SAVEUPTO20
O000862,C000341,2026-05-05 05:07:51.159993,completed,Ho Chi Minh City,standard,
O000863,C000025,2026-06-21 03:05:41.159993,completed,Can Tho,standard,
O000864,C000764,2026-06-15 16:01:27.159993,returned,Ho Chi Minh City,standard,
O000865,C000580,2026-04-22 20:23:47.159993,completed,Ho Chi Minh City,standard,
O000866,C000590,2026-05-31 17:08:59.159993,pending,Ho Chi Minh City,standard,SAVEUPTO20
O000867,C000947,2026-06-18 14:15:23.159993,completed,Ho Chi Minh City,express,
O000868,C000299,2026-06-19 15:16:03.159993,completed,Ho Chi Minh City,standard,SAVEUPTO20
O000869,C000905,2026-06-10 18:29:46.159993,completed,Ho Chi Minh City,standard,
O000870,C000753,2026-02-02 09:47:23.159993,completed,Ho Chi Minh City,,
O000871,C000934,2026-05-08 11:15:01.159993,completed,Ho Chi Minh City,standard,SAVEUPTO20
O000872,C000403,2026-06-10 08:58:12.159993,completed,Ho Chi Minh City,same_day,
O000873,C000291,2026-06-04 05:05:55.159993,completed,Da Nang,express,
O000874,C000632,2026-04-29 11:10:39.159993,completed,Ho Chi Minh City,standard,
O000875,C000688,2026-04-25 01:04:05.159993,completed,Da Nang,standard,
O000876,C000588,2026-05-10 11:40:51.159993,completed,Ho Chi Minh City,standard,SAVEUPTO20
O000877,C000312,2026-06-11 01:19:25.159993,completed,Ho Chi Minh City,standard,
O000878,C000527,2026-06-09 23:56:04.159993,cancelled,Ho Chi Minh City,standard,
O000879,C000970,2026-02-26 19:24:03.159993,completed,Ho Chi Minh City,,
O000880,C000782,2026-06-20 19:59:29.159993,completed,Ho Chi Minh City,standard,SAVEUPTO20
O000881,C000361,2026-06-04 03:24:37.159993,completed,Ho Chi Minh City,standard,SAVEUPTO20
O000882,C000139,2026-05-27 20:52:21.159993,cancelled,Ho Chi Minh City,standard,SAVEUPTO20
O000883,C000474,2026-05-24 12:04:16.159993,completed,Ho Chi Minh City,same_day,
O000884,C000042,2026-06-01 07:17:46.159993,returned,Ho Chi Minh City,express,
O000885,C000919,2026-04-11 12:42:26.159993,returned,Ho Chi Minh City,standard,
O000886,C000051,2026-05-20 11:48:05.159993,completed,Da Nang,standard,
O000887,C000894,2026-06-20 09:15:57.159993,completed,Ho Chi Minh City,standard,SAVEUPTO20
O000888,C000465,2026-04-27 08:31:13.159993,completed,Ho Chi Minh City,standard,
O000889,C000049,2026-05-14 21:03:25.159993,completed,Da Nang,express,
O000890,C000155,2026-05-31 02:51:40.159993,completed,Ho Chi Minh City,standard,
O000891,C000274,2026-06-17 14:04:37.159993,completed,Ho Chi Minh City,standard,
O000892,C000732,2026-05-24 23:30:12.159993,cancelled,Hanoi,standard,
O000893,C000563,2026-04-13 10:58:46.159993,completed,Ho Chi Minh City,express,
O000894,C000357,2026-04-19 01:40:45.159993,completed,Ho Chi Minh City,standard,
O000895,C000675,2026-05-18 22:26:17.159993,completed,Ho Chi Minh City,standard,
O000896,C000437,2026-05-15 19:46:07.159993,completed,Ho Chi Minh City,express,
O000897,C000672,2026-04-22 11:37:55.159993,completed,Hanoi,standard,
O000898,C000142,2026-05-02 03:19:15.159993,completed,Ho Chi Minh City,express,
O000899,C000820,2026-06-21 14:00:28.159993,completed,Ho Chi Minh City,same_day,
O000900,C000450,2026-05-13 11:16:36.159993,completed,Ho Chi Minh City,express,
O000901,C000137,2026-05-05 16:49:36.159993,cancelled,Ho Chi Minh City,express,SAVEUPTO20
O000902,C000860,2026-06-14 01:10:27.159993,completed,Ho Chi Minh City,standard,
O000903,C000827,2026-05-11 21:49:15.159993,completed,Ho Chi Minh City,standard,SAVEUPTO20
O000904,C000611,2026-05-24 00:32:47.159993,cancelled,Bien Hoa,standard,
O000905,C000358,2026-06-10 18:49:53.159993,cancelled,Ho Chi Minh City,standard,
O000906,C000032,2026-03-24 13:34:04.159993,cancelled,Ho Chi Minh City,express,
O000907,C000726,2026-06-20 08:09:23.159993,completed,Ho Chi Minh City,standard,SAVEUPTO20
O000908,C000590,2026-06-16 07:56:38.159993,returned,Hanoi,express,
O000909,C000813,2026-06-13 06:09:00.159993,completed,Ho Chi Minh City,standard,
O000910,C000785,2026-05-05 17:00:24.159993,returned,Ho Chi Minh City,standard,
O000911,C000492,2026-06-05 16:38:51.159993,returned,Ho Chi Minh City,standard,
O000912,C000598,2026-05-25 05:27:25.159993,cancelled,Ho Chi Minh City,standard,
O000913,C000369,2026-02-22 06:43:47.159993,cancelled,Ho Chi Minh City,,
O000914,C000360,2026-06-09 09:47:19.159993,completed,Can Tho,standard,
O000915,C000072,2026-04-21 17:59:03.159993,completed,Bien Hoa,express,SAVEUPTO20
O000916,C000717,2026-05-14 01:31:38.159993,completed,Ho Chi Minh City,standard,
O000917,C000870,2026-06-03 21:17:49.159993,completed,Ho Chi Minh City,standard,SAVEUPTO20
O000918,C000983,2026-06-07 02:11:59.159993,completed,Ho Chi Minh City,standard,SAVEUPTO20
O000919,C000729,2026-04-19 22:24:47.159993,cancelled,Ho Chi Minh City,standard,
O000920,C000469,2026-04-01 22:51:22.159993,completed,Ho Chi Minh City,standard,
O000921,C000360,2026-05-08 17:31:55.159993,completed,Can Tho,standard,SAVEUPTO20
O000922,C000060,2026-06-13 09:13:51.159993,completed,Ho Chi Minh City,standard,
O000923,C000184,2026-06-10 15:46:36.159993,completed,Bien Hoa,standard,SAVEUPTO20
O000924,C000815,2026-05-26 22:54:28.159993,completed,Ho Chi Minh City,express,
O000925,C000117,2026-05-02 07:42:39.159993,completed,Ho Chi Minh City,standard,
O000926,C000650,2026-06-19 18:51:06.159993,completed,Ho Chi Minh City,standard,
O000927,C000854,2026-03-17 04:41:49.159993,completed,Ho Chi Minh City,,
O000928,C000656,2026-05-03 15:01:57.159993,completed,Ho Chi Minh City,same_day,
O000929,C000902,2026-01-16 05:14:25.159993,completed,Ho Chi Minh City,,
O000930,C000302,2026-05-26 13:42:20.159993,cancelled,Ho Chi Minh City,standard,
O000931,C000268,2026-05-04 13:09:57.159993,cancelled,Ho Chi Minh City,express,
O000932,C000521,2026-06-01 17:34:57.159993,completed,Ho Chi Minh City,standard,
O000933,C000822,2026-06-09 16:17:47.159993,returned,Ho Chi Minh City,express,
O000934,C000628,2026-06-12 10:03:07.159993,completed,Ho Chi Minh City,standard,SAVEUPTO20
O000935,C000285,2026-04-16 19:06:22.159993,completed,Ho Chi Minh City,standard,SAVEUPTO20
O000936,C000903,2026-06-12 18:40:22.159993,completed,Ho Chi Minh City,standard,SAVEUPTO20
O000937,C000197,2026-05-02 20:30:51.159993,completed,Can Tho,standard,
O000938,C000305,2026-04-23 11:20:18.159993,completed,Da Nang,standard,
O000939,C000498,2026-06-11 12:35:12.159993,completed,Ho Chi Minh City,standard,
O000940,C000149,2026-06-11 02:03:54.159993,pending,Hanoi,express,
O000941,C000812,2026-05-31 14:17:50.159993,completed,Ho Chi Minh City,standard,
O000942,C000092,2026-05-29 21:05:13.159993,completed,Ho Chi Minh City,standard,
O000943,C000684,2026-06-14 21:06:59.159993,completed,Ho Chi Minh City,standard,SAVEUPTO20
O000944,C000046,2026-06-18 13:41:57.159993,completed,Ho Chi Minh City,standard,
O000945,C000212,2026-06-15 21:27:03.159993,completed,Ho Chi Minh City,same_day,
O000946,C000200,2026-06-18 11:18:14.159993,returned,Ho Chi Minh City,express,
O000947,C000850,2026-04-12 00:00:28.159993,completed,Ho Chi Minh City,express,
O000948,C000419,2026-06-14 17:53:30.159993,completed,Ho Chi Minh City,standard,SAVEUPTO20
O000949,C000366,2026-05-06 19:59:32.159993,completed,Ho Chi Minh City,same_day,
O000950,C000243,2026-02-23 13:54:12.159993,completed,Ho Chi Minh City,,
O000951,C000062,2026-05-23 19:22:04.159993,completed,Da Nang,standard,
O000952,C000819,2026-05-02 23:49:00.159993,returned,Ho Chi Minh City,standard,
O000953,C000224,2026-05-09 11:44:21.159993,completed,Ho Chi Minh City,standard,SAVEUPTO20
O000954,C000191,2026-06-04 18:34:26.159993,completed,Ho Chi Minh City,standard,
O000955,C000083,2026-01-26 19:10:15.159993,completed,Ho Chi Minh City,,
O000956,C000344,2026-05-02 15:14:56.159993,completed,Da Nang,standard,
O000957,C000122,2026-06-07 07:04:14.159993,completed,Ho Chi Minh City,express,
O000958,C000885,2026-06-14 23:29:41.159993,completed,Ho Chi Minh City,standard,SAVEUPTO20
O000959,C000048,2026-06-11 19:25:31.159993,completed,Ho Chi Minh City,standard,SAVEUPTO20
O000960,C000811,2026-06-05 04:41:55.159993,completed,Ho Chi Minh City,standard,
O000961,C000407,2026-03-18 20:17:35.159993,completed,Ho Chi Minh City,,
O000962,C000342,2026-02-23 13:07:30.159993,pending,Ho Chi Minh City,,
O000963,C000931,2026-05-04 07:10:36.159993,completed,Ho Chi Minh City,standard,
O000964,C000716,2026-06-06 18:09:12.159993,returned,Ho Chi Minh City,express,
O000965,C000557,2026-05-07 20:33:06.159993,pending,Ho Chi Minh City,standard,SAVEUPTO20
O000966,C000235,2026-06-18 04:40:31.159993,completed,Ho Chi Minh City,standard,
O000967,C000304,2026-06-21 01:46:18.159993,completed,Ho Chi Minh City,standard,SAVEUPTO20
O000968,C000952,2026-02-26 11:21:25.159993,completed,Ho Chi Minh City,,
O000969,C000593,2026-04-29 01:31:26.159993,completed,Ho Chi Minh City,standard,SAVEUPTO20
O000970,C000969,2026-06-11 05:43:58.159993,completed,Ho Chi Minh City,standard,
O000971,C000348,2026-06-18 13:26:05.159993,completed,Ho Chi Minh City,express,
O000972,C000446,2026-05-18 03:17:28.159993,completed,Ho Chi Minh City,standard,SAVEUPTO20
O000973,C001000,2026-04-10 05:57:30.159993,completed,Ho Chi Minh City,standard,SAVEUPTO20
O000974,C000013,2026-05-16 10:32:46.159993,completed,Ho Chi Minh City,standard,SAVEUPTO20
O000975,C000039,2026-03-25 12:54:03.159993,completed,Ho Chi Minh City,standard,
O000976,C000904,2026-06-21 08:44:57.159993,completed,Ho Chi Minh City,same_day,
O000977,C000341,2026-06-10 23:40:02.159993,completed,Ho Chi Minh City,standard,
O000978,C000014,2026-06-10 14:41:47.159993,completed,Ho Chi Minh City,standard,SAVEUPTO20
O000979,C000972,2026-06-14 11:02:18.159993,completed,Ho Chi Minh City,express,
O000980,C000140,2026-04-06 01:48:22.159993,completed,Ho Chi Minh City,express,
O000981,C000109,2026-05-10 03:48:10.159993,completed,Ho Chi Minh City,express,
O000982,C000863,2026-03-26 10:13:52.159993,completed,Ho Chi Minh City,standard,
O000983,C000954,2026-05-10 22:59:18.159993,completed,Ho Chi Minh City,standard,
O000984,C000911,2026-05-27 19:21:20.159993,completed,Ho Chi Minh City,express,SAVEUPTO20
O000985,C000719,2026-03-04 06:34:50.159993,completed,Ho Chi Minh City,,
O000986,C000858,2026-02-06 09:56:09.159993,completed,Ho Chi Minh City,,
O000987,C000644,2026-03-30 02:13:41.159993,returned,Ho Chi Minh City,standard,SAVEUPTO20
O000988,C000259,2026-03-06 20:57:48.159993,completed,Ho Chi Minh City,,
O000989,C000980,2026-04-15 16:00:29.159993,completed,Ho Chi Minh City,standard,
O000990,C000967,2026-06-10 19:19:05.159993,completed,Ho Chi Minh City,express,
O000991,C000270,2026-05-21 00:02:14.159993,completed,Ho Chi Minh City,express,SAVEUPTO20
O000992,C000710,2026-05-01 23:58:24.159993,returned,Ho Chi Minh City,express,
O000993,C000839,2026-04-20 06:49:14.159993,completed,Can Tho,same_day,
O000994,C000284,2026-04-11 03:41:19.159993,completed,Ho Chi Minh City,express,SAVEUPTO20
O000995,C000271,2026-03-19 17:46:29.159993,cancelled,Ho Chi Minh City,,
O000996,C000124,2026-04-23 23:57:15.159993,completed,Ho Chi Minh City,express,
O000997,C000692,2026-05-28 14:11:16.159993,completed,Ho Chi Minh City,express,
O000998,C000179,2026-06-09 11:46:59.159993,completed,Ho Chi Minh City,standard,
O000999,C000746,2026-03-14 13:49:06.159993,completed,Ho Chi Minh City,,
O001000,C000063,2026-05-07 01:02:42.159993,completed,Ho Chi Minh City,express,
O001001,C000313,2026-03-05 05:50:14.159993,completed,Ho Chi Minh City,,
O001002,C000855,2026-06-20 00:41:24.159993,completed,Ho Chi Minh City,express,
O001003,C000256,2026-05-26 09:23:40.159993,completed,Bien Hoa,standard,SAVEUPTO20
O001004,C000809,2026-04-22 02:04:34.159993,completed,Ho Chi Minh City,standard,
O001005,C000170,2026-01-27 18:33:36.159993,completed,Ho Chi Minh City,,
O001006,C000881,2026-04-03 17:06:26.159993,pending,Ho Chi Minh City,standard,
O001007,C000721,2026-06-15 21:55:00.159993,completed,Ho Chi Minh City,express,
O001008,C000989,2026-06-10 23:45:07.159993,completed,Ho Chi Minh City,express,
O001009,C000997,2026-05-12 11:42:29.159993,completed,Ho Chi Minh City,standard,
O001010,C000663,2026-01-20 21:43:03.159993,completed,Ho Chi Minh City,,
O001011,C000959,2026-06-18 05:06:45.159993,returned,Ho Chi Minh City,standard,SAVEUPTO20
O001012,C000034,2026-05-25 04:47:30.159993,completed,Ho Chi Minh City,express,
O001013,C000941,2026-05-05 05:55:06.159993,completed,Can Tho,standard,
O001014,C000234,2026-06-04 02:06:07.159993,completed,Ho Chi Minh City,standard,
O001015,C000134,2026-05-16 14:26:35.159993,completed,Ho Chi Minh City,standard,SAVEUPTO20
O001016,C000150,2026-03-12 17:24:44.159993,cancelled,Ho Chi Minh City,,
O001017,C000638,2026-06-19 15:08:20.159993,completed,Ho Chi Minh City,standard,
O001018,C000584,2026-06-20 14:18:42.159993,completed,Ho Chi Minh City,standard,SAVEUPTO20
O001019,C000381,2025-12-27 21:39:07.159993,completed,Hanoi,,
O001020,C000478,2026-03-08 09:52:51.159993,completed,Ho Chi Minh City,,
O001021,C000344,2026-05-26 06:19:51.159993,completed,Ho Chi Minh City,standard,
O001022,C000933,2026-02-19 19:32:16.159993,completed,Ho Chi Minh City,,
O001023,C000312,2026-05-04 05:56:57.159993,completed,Ho Chi Minh City,same_day,
O001024,C000393,2026-06-08 13:49:10.159993,completed,Ho Chi Minh City,standard,
O001025,C000017,2026-05-31 11:31:00.159993,completed,Ho Chi Minh City,express,
O001026,C000061,2026-06-08 02:43:34.159993,completed,Can Tho,standard,
O001027,C000629,2026-06-16 16:19:17.159993,completed,Ho Chi Minh City,standard,SAVEUPTO20
O001028,C000024,2026-06-17 14:26:06.159993,completed,Ho Chi Minh City,same_day,
O001029,C000555,2026-06-21 01:00:29.159993,completed,Ho Chi Minh City,standard,
O001030,C000811,2026-02-18 15:36:50.159993,completed,Ho Chi Minh City,,
O001031,C000715,2026-06-10 00:32:52.159993,completed,Ho Chi Minh City,standard,
O001032,C000636,2026-05-13 06:57:00.159993,completed,Ho Chi Minh City,same_day,
O001033,C000634,2026-05-22 05:35:52.159993,completed,Ho Chi Minh City,standard,SAVEUPTO20
O001034,C000191,2026-04-30 01:25:46.159993,completed,Ho Chi Minh City,express,SAVEUPTO20
O001035,C000683,2026-06-17 15:01:53.159993,completed,Ho Chi Minh City,standard,
O001036,C000907,2026-05-06 16:51:32.159993,completed,Ho Chi Minh City,express,
O001037,C000367,2026-04-16 14:46:07.159993,returned,Ho Chi Minh City,standard,
O001038,C000559,2026-05-31 19:34:40.159993,returned,Ho Chi Minh City,standard,
O001039,C000302,2026-06-12 05:46:23.159993,completed,Ho Chi Minh City,standard,
O001040,C000608,2026-06-05 14:09:53.159993,completed,Ho Chi Minh City,standard,
O001041,C000768,2026-06-11 18:22:12.159993,returned,Ho Chi Minh City,standard,
O001042,C000921,2026-06-13 05:27:21.159993,completed,Ho Chi Minh City,standard,
O001043,C000382,2026-06-11 16:51:52.159993,completed,Ho Chi Minh City,standard,
O001044,C000051,2026-05-21 06:09:04.159993,completed,Ho Chi Minh City,express,SAVEUPTO20
O001045,C000707,2026-05-05 04:51:20.159993,returned,Bien Hoa,standard,SAVEUPTO20
O001046,C000845,2026-05-09 00:50:51.159993,completed,Ho Chi Minh City,same_day,
O001047,C000227,2026-05-23 19:52:36.159993,completed,Ho Chi Minh City,express,
O001048,C000979,2026-04-12 15:47:16.159993,pending,Ho Chi Minh City,standard,
O001049,C000540,2026-06-13 16:12:28.159993,returned,Ho Chi Minh City,standard,
O001050,C000278,2026-05-29 07:14:12.159993,completed,Ho Chi Minh City,same_day,
O001051,C000766,2026-06-10 17:19:10.159993,completed,Ho Chi Minh City,standard,
O001052,C000542,2026-04-21 02:14:46.159993,completed,Ho Chi Minh City,standard,
O001053,C000185,2026-06-10 19:42:36.159993,completed,Ho Chi Minh City,standard,
O001054,C000424,2026-05-26 22:23:44.159993,completed,Ho Chi Minh City,standard,
O001055,C000108,2026-04-23 00:48:17.159993,completed,Ho Chi Minh City,standard,SAVEUPTO20
O001056,C000069,2026-06-05 05:20:23.159993,completed,Ho Chi Minh City,standard,
O001057,C000922,2026-06-02 07:42:45.159993,completed,Da Nang,same_day,
O001058,C000505,2026-03-07 04:19:41.159993,cancelled,Ho Chi Minh City,,
O001059,C000967,2026-04-27 22:36:21.159993,completed,Ho Chi Minh City,standard,
O001060,C000896,2026-05-22 22:28:20.159993,pending,Da Nang,standard,
O001061,C000838,2026-06-15 21:44:32.159993,completed,Ho Chi Minh City,same_day,SAVEUPTO20
O001062,C000157,2026-03-12 12:45:02.159993,cancelled,Ho Chi Minh City,,
O001063,C000737,2026-05-04 20:44:19.159993,returned,Ho Chi Minh City,express,SAVEUPTO20
O001064,C000215,2026-05-21 09:15:45.159993,completed,Ho Chi Minh City,standard,
O001065,C000166,2026-06-05 07:12:13.159993,completed,Ho Chi Minh City,same_day,
O001066,C000547,2026-04-28 15:43:08.159993,completed,Ho Chi Minh City,standard,SAVEUPTO20
O001067,C000788,2026-05-05 01:02:39.159993,completed,Ho Chi Minh City,standard,
O001068,C000045,2026-03-19 20:06:57.159993,completed,Ho Chi Minh City,,
O001069,C000072,2026-04-30 12:01:57.159993,pending,Ho Chi Minh City,express,
O001070,C000246,2026-04-12 06:58:48.159993,completed,Ho Chi Minh City,same_day,
O001071,C000382,2026-06-19 05:48:21.159993,completed,Ho Chi Minh City,express,
O001072,C000453,2026-04-10 01:27:57.159993,completed,Ho Chi Minh City,standard,
O001073,C000922,2026-05-24 13:52:44.159993,completed,Ho Chi Minh City,standard,
O001074,C000768,2026-05-31 00:51:47.159993,completed,Ho Chi Minh City,express,SAVEUPTO20
O001075,C000132,2026-05-28 17:03:39.159993,completed,Da Nang,standard,SAVEUPTO20
O001076,C000281,2026-03-26 01:31:29.159993,completed,Ho Chi Minh City,standard,
O001077,C000856,2026-06-18 16:35:58.159993,pending,Ho Chi Minh City,same_day,
O001078,C000163,2026-04-21 13:16:42.159993,cancelled,Bien Hoa,standard,
O001079,C000892,2026-05-05 02:56:11.159993,completed,Ho Chi Minh City,standard,
O001080,C000075,2026-04-29 03:13:22.159993,completed,Ho Chi Minh City,standard,
O001081,C000778,2026-04-01 23:35:32.159993,completed,Hanoi,standard,
O001082,C000851,2026-06-19 21:26:22.159993,completed,Ho Chi Minh City,standard,SAVEUPTO20
O001083,C000011,2026-04-12 16:58:46.159993,completed,Da Nang,standard,SAVEUPTO20
O001084,C000771,2026-06-14 05:08:25.159993,completed,Da Nang,standard,
O001085,C000376,2026-06-20 04:38:39.159993,returned,Ho Chi Minh City,standard,
O001086,C000227,2026-06-20 14:35:25.159993,cancelled,Ho Chi Minh City,same_day,
O001087,C000639,2026-06-20 04:04:07.159993,pending,Ho Chi Minh City,standard,
O001088,C000402,2026-05-26 12:53:43.159993,completed,Ho Chi Minh City,same_day,SAVEUPTO20
O001089,C000180,2026-03-24 10:27:24.159993,completed,Ho Chi Minh City,standard,
O001090,C000424,2026-05-06 14:55:39.159993,completed,Ho Chi Minh City,standard,
O001091,C000785,2026-04-23 14:57:10.159993,completed,Hanoi,standard,
O001092,C000781,2026-06-12 20:43:19.159993,completed,Can Tho,express,
O001093,C000180,2026-04-26 05:28:23.159993,completed,Ho Chi Minh City,standard,
O001094,C000360,2026-05-30 09:07:59.159993,cancelled,Ho Chi Minh City,express,
O001095,C000311,2026-05-08 20:24:28.159993,completed,Ho Chi Minh City,standard,
O001096,C000218,2026-02-06 05:24:07.159993,completed,Ho Chi Minh City,,
O001097,C000295,2026-05-27 23:48:29.159993,cancelled,Da Nang,express,
O001098,C000926,2026-06-18 09:59:07.159993,completed,Hanoi,express,
O001099,C000952,2026-05-23 04:02:30.159993,completed,Ho Chi Minh City,standard,
